sentence_lemma	sentence_token	index_lemma	index_token	lemma
phina $ in fact $ step on these shore wear her hair in spiky twist $ $	Phina , in fact , stepped on these shores wearing her hair in spiky twists . "	14	14	twist
he reach for a twist of orange peel $ know she be watch his every move $ and add an extra twist $ give the shape a sensual sinuousness as it loop around the edge of the glass the way a stripper might twine herself around a pole $ $	He reached for a twist of orange peel , knowing she was watching his every move , and added an extra twist , giving the shape a sensual sinuousness as it looped around the edge of the glass the way a stripper might twine herself around a pole . "	4	4	twist
he grow a big nose with a long $ hook sweep to it $ and the end of his mouth have slight upward twist $ whereas his eye be sad $	He grew a big nose with a long , hooking sweep to it , and the ends of his mouth had slight upward twists , whereas his eyes was sad .	23	23	twist
maybe we ought to try 10 minute south of the medical center $ $ say payson $ recall the revelation with a wry twist of humor $	Maybe we ought to try 10 minutes south of the Medical Center , " said Payson , recalling the revelation with a wry twist of humor .	23	23	twist
not to the ramallah cousin $ who seem familiar with every twist and turn of their family's genealogy $	Not to the Ramallah cousins , who seem familiar with every twist and turn of their family's genealogy .	11	11	twist
the staircase have a graceful and pleasing twist to it $ and the step be carpet in crimson $	The staircase had a graceful and pleasing twist to it , and the steps were carpeted in crimson .	7	7	twist
at the twist of a rheostat $ the next room turn into a home theater with a flat screen a good two meter wide $ speaker in matte black and eight swivel chair in red velvet with individual gooseneck lamp $	At the twist of a rheostat , the next room turned into a home theater with a flat screen a good two meters wide , speakers in matte black and eight swivel chairs in red velvet with individual gooseneck lamps .	2	2	twist
they sing something in english and dance $ not the twist but the shake $	They sang something in English and danced , not the twist but the shake .	10	10	twist
step 4 $ finish by tie a reverse uniknot around both leg of the loop as show and then carefully snug it back up until it join the base of the twist $ lock it and create a nice smooth transition $	step 4 : Finish by tying a reverse uniknot around both legs of the loop as shown and then carefully snug it back up until it joins the base of the twist , locking it and creating a nice smooth transition .	31	31	twist
leave the assembly under weight for the glue to set if you have to correct a twist $	Leave the assembly under weights for the glue to set if you have to correct a twist .	16	16	twist
but it would seem that with a deep psychological twist there be no reason why the sympathetic magical power of the dance should have end there $	But it would seem that with a deep psychological twist there was no reason why the sympathetic magical powers of the dances should have ended there .	9	9	twist
he play everything straight $ and it be a big bore $ with badminton racket he play badminton $ his father have make a game of pick dandelion from the lawn and hit them as though they be baseball and the badminton racket bat $ $ with the monopoly board he play monopoly $ there be no unexpected twist to the card game they play $ his father have ask $ $ ever play	He played everything straight , and it was a big bore : with badminton rackets he played badminton ( his father had made a game of picking dandelions from the lawn and hitting them as though they were baseballs and the badminton rackets bats ) , with the Monopoly board he played Monopoly , there were no unexpected twists to the card games they played ( his father had asked , " Ever play	58	58	twist
evolution don caldwell $ marietta $ regard $ a full-page spread in last saturday's reader headline $ darwin with a twist $ medical discipline seek explanation through evolution $ $ that one can know about the marvel of the human body $ the beauty of nature that surround us $ the awesome majesty of the heaven $ and still believe that all this originate from primordial slime without a designer be mind-boggling $	Evolution DON CALDWELL , Marietta ( Regarding ) a full-page spread in last Saturday's Reader headlined " Darwin with a twist : Medical discipline seeks explanation through evolution " : That one can know about the marvels of the human body , the beauty of nature that surrounds us , the awesome majesty of the heavens , and still believe that all this originated from primordial slime without a designer is mind-boggling .	20	20	twist
what be fun here be that de palma have ring cunning change on hitchcockian twist $	What's fun here is that De Palma has rung cunning changes on Hitchcockian twists .	14	13	twist
a twist of regret catch brian's breath $ and he think $ i wish i have know $	A twist of regret caught Brian's breath , and he thought , I wish I'd known .	1	1	twist
it be a story full of strange twist and odd tale and all kind of heartbreaking digression $	It is a story full of strange twists and odd tales and all kinds of heartbreaking digressions .	7	7	twist
and it be a most cruel twist of fate that schwimmer $ the first modern woman minister from a relatively unimportant country $ hungary $ come to be remember despite the failure of her mission	And it is a most cruel twist of fate that Schwimmer , the first modern woman minister from a relatively unimportant country , Hungary , came to be remembered despite the failure of her mission	6	6	twist
p.-a 10 kumako now $ this be odd twist in this case $	p. 10 KUMAKO Now , this is odd twist in this case .	8	8	twist
library to host gift-wrapping ' bee ' the staff of the bob lutts fulshear-simonton branch library will be put a new twist on the old-fashioned quilt bee concept by combine holiday gift-wrapping with a gathering of friend and neighbor $	Library to host gift-wrapping ' bee ' The staff of the Bob Lutts Fulshear-Simonton Branch Library will be putting a new twist on the old-fashioned quilting bee concept by combining holiday gift-wrapping with a gathering of friends and neighbors .	21	21	twist
johannes kepler $ later to use tycho's observation to disprove tycho's theory of the universe $ a strange twist of fate $ $	Johannes Kepler , later to use Tycho's observations to disprove Tycho's theory of the universe ( a strange twist of fate ! )	18	18	twist
moreover quine's space-time idiom contain the intrinsically interesting $ though $ for my present purpose $ not especially relevant $ twist of regard the succession $ $ sum $ $ as quine call them $ that be form from the momentary item as themselves concrete entity that be extend in space and time $	Moreover Quine's space-time idiom contains the intrinsically interesting ( though , for my present purposes , not especially relevant ) twist of regarding the successions ( " sums , " as Quine called them ) that are formed from the momentary items as themselves concrete entities that are extended in space and time .	20	20	twist
as thousands of therapy patient be $ discover $ repressed memory of childhood sexual abuse $ a small number be add a new twist $ they be recall abduction by alien $	As thousands of therapy patients are " discovering " repressed memories of childhood sexual abuse , a smaller number are adding a new twist : they are recalling abductions by aliens .	23	23	twist
// everyone love a surprise $ be it an unexpected birthday celebration or the clever twist in a gripping mystery novel $	// Everyone loves a surprise , be it an unexpected birthday celebration or the clever twist in a gripping mystery novel .	15	15	twist
blix $ on her bed $ with make-up $ french twist $ and time bomb tick away inside her $ be far more of an enigma than any hobhouse i could $ re-create $ $	Blix , on her bed , with make-up , French twist , and time bomb ticking away inside her , was far more of an enigma than any Hobhouse I could " re-create . "	10	10	twist
they be only occasionally weirded out by the odd geographical twist their career have take $	They are only occasionally weirded out by the odd geographical twist their careers have taken .	10	10	twist
the need for this legislation be beyond <nul> clearly $ in one of the strange twist of politics $ mass transportation have become a safe issue $	The need for this legislation is beyond question.110 Clearly , in one of the strange twists of politics , mass transportation had become a safe issue .	15	15	twist
the current proposal give the $ brain drain $ a new and somewhat startling twist $	The current proposal gives the " brain drain " a new and somewhat startling twist .	14	14	twist
it be a different twist $ not the same old mashed potato $ $	It's a different twist , not the same old mashed potatoes . "	4	3	twist
on sundays i be draw to nostalgic entres $ like pot roast with potato $ but since traditional fare like this run the risk of be bland $ i always add a little twist $	On Sundays I 'm drawn to nostalgic entres , like pot roast with potatoes , but since traditional fare like this runs the risk of being bland , I always add a little twist .	33	33	twist
but by last week the multiply twist and turn in the convoluted takeover battle between bendix <nul> $ the michigan-based aerospace and auto-parts manufacturer $ and martin marietta <nul> $ a leading defense contractor of bethesda $ <nul>	But by last week the multiplying twists and turns in the convoluted takeover battle between Bendix Corp. , the Michigan-based aerospace and auto-parts manufacturer , and Martin Marietta Corp. , a leading defense contractor of Bethesda , Md.	6	6	twist
eventually the saga of the two family take a curious twist $	Eventually the saga of the two families took a curious twist .	10	10	twist
her voice be pure new york $ but she give those awkward diphthong a seductive twist $ $	Her voice is pure New York , but she gives those awkward diphthongs a seductive twist . "	15	15	twist
not only be private finance a new twist $ so be the aquarium goal $ $	Not only was private finance a new twist , so was the aquarium goal . "	7	7	twist
roman candle be one of those mechanized gag-farces that $ along with a few good gag $ be full of force plot twist and vaudeville turn $ broken-down scene writing and fruitless invention $	Roman Candle is one of those mechanized gag-farces that , along with a few good gags , are full of forced plot twists and vaudeville turns , broken-down scene writing and fruitless inventions .	22	22	twist
but now $ at last $ there be a twist $ a switch in an old plot $	But now , at last , there's a twist , a switch in an old plot .	9	8	twist
quickly enough in the 1920s and in 1930 $ the red international trade union $ the profintern $ fall in line with soviet national interest and follow every twist and turn of stalin's change internal and foreign politics $	Quickly enough in the 1920s and in 1930 , the Red International Trade Union , the Profintern , fell in line with Soviet national interests and followed every twist and turn of Stalin's changing internal and foreign politics .	28	28	twist
for a long time $ the reader be not tell $ while the narrator sift the aging murderer's memory for the quirk of mind and the twist of fate that lead to the crisis $	For a long time , the reader is not told , while the narrator sifts the aging murderer's memories for the quirks of mind and the twists of fate that led to the crisis .	26	26	twist
capricorn one be the first decent one of the lot $ it kill two hour with a breathless progression of incredible plot twist and daredevil aerial stunt $	Capricorn One is the first decent one of the lot : it kills two hours with a breathless progression of incredible plot twists and daredevil aerial stunts .	22	22	twist
for a new twist on broccoli $ finely chop the broccoli stalk and floret $	For a new twist on broccoli , finely chop the broccoli stalks and florets .	3	3	twist
busy traveler as senate majority leader he find a formula for enact much $ eisenhower $ legislation $ by give a democratic twist to need bill propose by the republican administration $	Busy Traveler As Senate majority leader he found a formula for enacting much " Eisenhower " legislation , by giving a Democratic twist to needed bills proposed by the Republican administration .	22	22	twist
they take unexpected twist and turn $ $ mercer say $ thus define the term $ way out $ as well as arlen's song $	they take unexpected twists and turns , " Mercer says , thus defining the term " way out " as well as Arlen's songs .	3	3	twist
that would certainly put a new twist on thing $ wouldn't it $	That would certainly put a new twist on things , wouldn't it ?	6	6	twist
hike the inner path midweek $ the hike take an introspective twist $	HIKING THE INNER PATH Midweek , the hike takes an introspective twist .	11	11	twist
in an ironic twist $ the west german be negotiate ship the material to east germany for disposal $	In an ironic twist , the West Germans are negotiating shipping the material to East Germany for disposal .	3	3	twist
the civil right period in the 1960s also put a new twist on affirmative action $ which come to mean much more than just justice for the poor but a very politically load term that get equal attention at the time just like any other legislation $	The civil rights period in the 1960s also put a new twist on Affirmative Action , which came to mean much more than just justice for the poor but a very politically loaded term that got equal attention at the time just like any other legislation .	11	11	twist
in its essence $ the case provide a distinctly modern twist on the old debate over which influence should be take more seriously in life $ nature or nurture $	In its essence , the case provided a distinctly modern twist on the old debate over which influence should be taken more seriously in life , nature or nurture .	10	10	twist
maybe a club soda $ $ she say $ $ with a twist $ $	Maybe a club soda , " she said , " with a twist . "	12	12	twist
the whole campaign will get a boost $ a modern twist $	The whole campaign will get a boost , a modern twist .	10	10	twist
they be mostly immigrant $ after all -- the same people but with a twist who work for penny in the sawmill or stand on the bread line $	They were mostly immigrants , after all -- the same people but with a twist who worked for pennies in the sawmills or stood on the bread lines .	14	14	twist
though rubin have give an unprecedented twist to the standard insanity plea $ it be hardly the first time television have be accuse of a lethal influence $	Though Rubin has given an unprecedented twist to the standard insanity plea , it is hardly the first time television has been accused of a lethal influence .	6	6	twist
but in a novel twist $ environmentalist have also assert that clear sky be actually weak than the existing clean air act -- and would thus allow millions of ton of add pollution and inflict tens of thousands of needless death during the next decade $	But in a novel twist , environmentalists have also asserted that Clear Skies is actually weaker than the existing Clean Air Act -- and would thus allow millions of tons of added pollution and inflict tens of thousands of needless deaths during the next decade .	4	4	twist
the movie have a well-meaning message about love and loyalty be the bedrock of real family value $ but its good intention sag as the story trade its air of mischievous comedy for trite sentimentality $ arbitrary plot twist $ and enough maudlin melodramatics to sustain a tabloid tv series $	The movie has a well-meaning message about love and loyalty being the bedrock of real family values , but its good intentions sag as the story trades its air of mischievous comedy for trite sentimentality , arbitrary plot twists , and enough maudlin melodramatics to sustain a tabloid TV series .	38	38	twist
why do he always have that skeptical twist to his voice when he discuss him $	Why did he always have that skeptical twist to his voice when he discussed him ?	7	7	twist
tv picture about rape tend to take advantage of the subject $ but this one - some implausible twist in the storyline notwithstanding - be generally restrain $	TV pictures about rape tend to take advantage of the subject , but this one - some implausible twists in the storyline notwithstanding - is generally restrained .	18	18	twist
## those colorful plastic bracelet popularize by madonna and avril lavigne have take on a risque new twist $	@@376272 Those colorful plastic bracelets popularized by Madonna and Avril Lavigne have taken on a risque new twist .	17	17	twist
foil malone's plan and find the treasure just add a unique twist to troop 124's summercamp outing last july $	Foiling Malone's plan and finding the treasure just added a unique twist to Troop 124's summercamp outing last July .	11	11	twist
but the dissident student give their protest an additional twist by dub the rally democracy ' 85 $	But the dissident students gave their protest an additional twist by dubbing the rally Democracy ' 85 .	9	9	twist
