sentence_lemma	sentence_token	index_lemma	index_token	lemma
most of you cann't find your way back without the prop $ $	Most of you can't find your way back without the props . "	10	10	prop
my eldest boy properly and successfully settle would be a prop and comfort to his mother and a patron to his brother $	My eldest Boy properly and successfully settled would be a prop and comfort to his Mother and a patron to his Brothers .	10	10	prop
milk flow increase $ add to uncle sam's price prop task $	MILK FLOW increases , adding to Uncle Sam's price prop task .	9	9	prop
i be allow to help with the prop sometimes $ but my wife insist on make the puppet totally by herself $ $	I 'm allowed to help with the props sometimes , but my wife insists on making the puppets totally by herself . "	7	7	prop
in the absence of ideological prop such compositional arrangement will be all the more need $	In the absence of ideological props such compositional arrangements will be all the more needed .	5	5	prop
mayo we could send the prop from our base muriel send $	MAYO We could send the props from our base MURIEL Send !	5	5	prop
* * * in middle-august $ a month after i have come to the city $ the cannon be still fire $ the barrel of tar still burn $ and those brave enough to walk the street still wear mask $ not prop from an independence celebration but futile attempt at fight the fever that have rattle in my chest and come forth as cough of inky syrup $	* * * In middle-August , a month after I'd come to the city , the cannons were still firing , the barrels of tar still burning , and those brave enough to walk the streets still wore masks , not props from an independence celebration but futile attempts at fighting the fever that'd rattled in my chest and come forth as coughs of inky syrup .	42	41	prop
every morning the sun rise in the eastern horizon i give them their prop $	Every morning the sun rises in the eastern horizon I give them their props .	13	13	prop
the monster prop $ which cost $320,000 $ stretch a twist 125 foot across its two fabricate aluminum-covered blade $	The monster prop , which cost $320,000 , stretched a twisting 125 feet across its two fabricated aluminum-covered blades .	2	2	prop
the french themselves $ advancing from-self-defence to-conquest $ strike another prop away $	The French themselves , advancing from-self-defence to-conquest , struck another prop away .	10	10	prop
when they all be pull together $ the prop should generate enough direct lift to raise the plane vertically $	When they all are pulling together , the props should generate enough direct lift to raise the plane vertically .	8	8	prop
the clopping sound of the apache's prop grow louder $	The clopping sounds of the Apache's props grew louder .	6	6	prop
in addition to the new il-96 $ ilyushin now make the il-114 $ a regional two-engine prop $ the four-engine il-76 cargo jet $ and the il-103 $ a small $ single-engine private plane that in december be actually the first russian airplane to receive <nul>	In addition to the new IL-96 , Ilyushin now makes the IL-114 , a regional two-engine prop , the four-engine IL-76 cargo jet , and the IL-103 , a small , single-engine private plane that in December was actually the first Russian airplane to receive F.A.A.	16	16	prop
it have two feathered prop and only the left front wheel be down $	It has two feathered props and only the left front wheel is down .	4	4	prop
occupational therapist can teach an impair person how to brush his tooth again or cook $ and devise solution to other problem by use such prop as oversize button and grab bar for bathtub $	Occupational therapists can teach an impaired person how to brush his teeth again or cook , and devise solutions to other problems by using such props as oversize buttons and grab bars for bathtubs .	25	25	prop
this mean that you will also use more fuel to achieve a prop outboard's speed and performance $	This means that you'll also use more fuel to achieve a prop outboard's speed and performance .	12	11	prop
your best love prop $ incense $ silky scarf $ soft pillow $	Your best love props : Incense , silky scarves , soft pillows .	3	3	prop
for this $ an energetic talk that leave the more sensitive among us queasy $ dr.-i moses use a large plaster-of-paris eyeball as a prop $ it swing hideously open in section to reveal the veiny interior of the eye $ uncomfortably suggest a dissection $	For this , an energetic talk that left the more sensitive among us queasy , Dr. Moses used a large plaster-of-paris eyeball as a prop ; it swung hideously open in sections to reveal the veiny interior of the eye , uncomfortably suggesting a dissection .	24	24	prop
they think of give it to the mayor $ since he be tall enough $ but then someone suggest give it to gambia high school as a prop for amateur theatrical $ $	They thought of giving it to the Mayor , since he's tall enough , but then someone suggested giving it to Gambia High School as a prop for amateur theatricals . "	27	26	prop
prop on $ friend $ to a style statement on a credit card commercial $ $	prop on " Friends " to a style statement on a credit card commercial . "	0	0	prop
at the auction of 46 year ' and a rumor $1,600,000- worth of metro-goldwyn-mayer prop and costume $ debbie reynolds try to buy her own brass bed from the unsinkable molly brown $ but just don't want to go as high as $3,000 $	At the auction of 46 years ' and a rumored $1,600,000 worth of Metro-Goldwyn-Mayer props and costumes , Debbie Reynolds tried to buy her own brass bed from The Unsinkable Molly Brown , but just didn't want to go as high as $3,000 .	14	14	prop
for once $ i rely on a lot of prop $ $	For once , I relied on a lot of props . "	9	9	prop
the think greet vince camden as he sit up in bed $ frantic $ cast around a dark bedroom for proof of his existence and find only prop $ nightstand $ dresser $ ashtray $ clock $	The thought greets Vince Camden as he sits up in bed , frantic , casting around a dark bedroom for proof of his existence and finding only props : nightstand , dresser , ashtray , clock .	27	27	prop
almost lose in the shadow be domestic prop and stack of stage scenery $	Almost lost in the shadows were domestic props and stacks of stage scenery .	7	7	prop
huge $ over-the-top prop be a favored part of create the right image $	Huge , over-the-top props are a favored part of creating the right image .	3	3	prop
wallace roll out all the dramatic prop -- national guard $ state trooper $ edict $	Wallace rolled out all the dramatic props -- national guard , state troopers , edicts ?	6	6	prop
he clamber all over the landscape of new england and even around the world look for perfect prop and model $	He clambered all over the landscape of New England and even around the world looking for perfect props and models .	17	17	prop
.... rapper-turned-actor $ ice-t $ real name $ tracy marrow $ film $ new jack city $ judgment day $ other commitment level $ 5 prop $ between tv and movie $ ice-t have the long resume of any rapper-actor $	... Rapper-turned-actor : Ice-T ( real name : Tracy Marrow ) Films : New Jack City , Judgment Day , others Commitment level : 5 Props : Between TV and movies , Ice-T has the longest resume of any rapper-actor .	25	25	prop
$ report on these elaborate new technique of computer graphics $ which create the most imaginative of tron's set and prop $ be los angeles ' russell leavitt and new york and prop $ be los angeles ' russell leavitt and new york reporter-researcher peter ainslie $	" Reporting on these elaborate new techniques of computer graphics , which created the most imaginative of TRON's sets and props , were Los Angeles ' Russell Leavitt and New York and props , were Los Angeles ' Russell Leavitt and New York Reporter-Researcher Peter Ainslie .	20	20	prop
// the dining room itself be a melange of tree and flower $ prop from various film $	// The dining room itself was a melange of trees and flowers , props from various films .	13	13	prop
we can mask with muscular control $ poker face $ or with a prop $ toupee $ wig $ or color contact lense $ $	We can mask with muscular control ( poker face ) or with a prop ( toupee , wig , or colored contact lenses ) .	13	13	prop
hat $ balloon $ and various other new year's prop fly into scene $	Hats , balloons , and various other New Year's props fly into scene .	9	9	prop
$ her mummified head-the wax prop $ actually-qualifies as the most gruesome object in the exhibition $ $	( Her mummified head-the wax prop , actually-qualifies as the most gruesome object in the exhibition . )	5	5	prop
they be the prop of her life but she have no more sense of them than one do for the stage scenery of a play one see age ago then forget $	They were the props of her life but she had no more sense of them than one does for the stage scenery of a play one saw ages ago then forgot .	3	3	prop
from there $ make change to prefab comic by add dialogue $ prop and character $ or create whole minidramas from scratch $	From there , make changes to prefab comics by adding dialogue , props and characters , or create whole minidramas from scratch .	12	12	prop
watch people straighten their clothes $ and prop such as chair $ when guest knock on the door $	Watch people straighten their clothes , and props such as chairs , when guests knock on the door .	7	7	prop
what ruth draper do through the first half of this century be to go out on a stage $ with very few prop $ and become various character -- a maine fisherman's wife $ an english tourist in italy $ a scottish immigrant at ellis island $	What Ruth Draper did through the first half of this century was to go out on a stage , with very few props , and become various characters -- a Maine fisherman's wife , an English tourist in Italy , a Scottish immigrant at Ellis Island ?	22	22	prop
as maczko continue the painting in $ the bedroom series $ $ her set and prop become more detailed $	As Maczko continued the paintings in " The Bedroom Series , " her sets and props became more detailed .	15	15	prop
people set certain prop in certain way when guest be to arrive $	People set certain props in certain ways when guests are to arrive .	3	3	prop
these perspicacious and uncannily accurate representation chronicle the artist in an endless variety of hat $ cap $ mask $ disguise $ and prop $ and in an astound array predicament $	These perspicacious and uncannily accurate representations chronicle the artist in an endless variety of hats , caps , masks , disguises , and props , and in an astounding array predicaments .	23	23	prop
$ and wear a skin hat and carry a club or a sword as a professional prop $	, and wore a skin hat and carried a club or a sword as a professional prop .	16	16	prop
i be allow to help with the prop sometimes $ but my wife insist on make the puppet totally by herself	I 'm allowed to help with the props sometimes , but my wife insists on making the puppets totally by herself	7	7	prop
my house $ my horse $ my friend $ my own mother $ be always be convert into stage prop for the	My house , my horses , my friends , my own mother , are always being converted into stage props for the	19	19	prop
he clutch marcelino's hand $ and the two stumble off the set $ underneath the prop brace $ escape into a portable restroom $	He clutched Marcelino's hand , and the two stumbled off the set , underneath the prop braces , escaping into a portable restroom .	15	15	prop
they bring their vision to market through a welter of prop and ego $ actor and banker that a mere wordmonger would be overwhelm by $	They bring their visions to market through a welter of props and egos , actors and bankers that a mere wordmonger would be overwhelmed by .	10	10	prop
well $ i have better be bring the prop to the theatre $ $ he say $ pull his hat down far $ against a sharp wind $ $	Well , I'd better be bringing the props to the theatre , " he said , pulling his hat down farther , against a sharp wind . "	8	7	prop
even the model - two box fill with nothing but plastic spaceship and prop $	Even the models - two boxes filled with nothing but plastic spaceships and props .	13	13	prop
she have ask for this accidental hour on the river to keep her appointment on greenwich pier for the meeting later $ she need all the prop of secrecy for her mood $	She had asked for this accidental hour on the river to keep her appointment on Greenwich pier for the meeting later ; she needed all the props of secrecy for her mood .	26	26	prop
paperback book $ such cheap prop as ping-pong ball and drink straw $	paperback books , such cheap props as ping-pong balls and drinking straws .	5	5	prop
our ship be hit several time $ two hole in left wing flap $ several in fuselage $ sever oil line in number three engine and bend prop $ $	Our ship was hit several times ( two holes in left wing flaps , several in fuselage , severed oil line in number three engine and bent prop ) .	27	27	prop
the two-stroke mercury 50 we test be competitively price in its range $ list at $5,631 $ including a one-year mechanical and three-year corrosion warranty $ though the prop $ instrument $ and fuel tank be extra $ $	The two-stroke Mercury 50 we tested is competitively priced in its range , listing at $5,631 ( including a one-year mechanical and three-year corrosion warranty , though the prop , instruments , and fuel tank are extra ) .	28	28	prop
this can be maintain in different wind speed by change the pitch angle of the propeller much as be do in prop plane $	This can be maintained in different wind speeds by changing the pitch angle of the propeller much as is done in prop planes .	21	21	prop
prop $ a little extra beef in the flex eliminate tip and tail flop $	PROPS : A little extra beef in the flex eliminates tip and tail flop .	0	0	prop
one can oppose prop 187 and still be sympathetic to the point that those minority voter make $	One can oppose Prop 187 and still be sympathetic to the point that those minority voters made .	3	3	prop
all of the potential board president -- supervisor migden $ shelley $ conroy $ leal and candidate tom ammiano -- be strong supporter of prop $	All of the potential board presidents -- Supervisors Migden , Shelley , Conroy , Leal and candidate Tom Ammiano -- are strong supporters of Prop .	24	24	prop
on stage five at raleigh studio $ a film crew be adjust light $ check camera $ rig prop $	On stage five at Raleigh Studios , a film crew is adjusting lights , checking cameras , rigging props .	18	18	prop
