sentence_lemma	sentence_token	target_index	original_word
in a delicate piece of aerial choreography that he have practice dozens of time $ austin guide his plane under and slightly behind the tanker and slow his speed $	In a delicate piece of aerial choreography that he had practiced dozens of times , Austin guided his plane under and slightly behind the tanker and slowed his speed .	18	plane
everybody must talk about it for month $ charter yacht $ plane and limousine $ book hairdresser $ order new ball gown $ do and dare anything just to be there $	Everybody must talk about it for months , charter yachts , planes and limousines , book hairdressers , order new ball gowns , do and dare anything just to be there .	11	plane
it be charge that he divert to cuba a delta airline plane schedule from dallas to charleston $ s.c $	It is charged that he diverted to Cuba a Delta Airlines plane scheduled from Dallas to Charleston , S.C .	11	plane
airline official contend they will fly almost anything that will fit into a plane -- except human $	AIRLINE OFFICIALS contend they will fly almost anything that will fit into a plane -- except humans .	13	plane
the right wing slam down and the plane roll inverted again $ $	The right wing slammed down and the plane rolled inverted again . "	7	plane
kidi be not dumb enough to think i can fly a plane after readin ' one lousy book $	KIDI 'm not dumb enough to think I can fly a plane after readin ' one lousy book .	11	plane
several key member of congress say that the administration's compromise proposal to sell israel 20 more f-15 fighter plane -- to be deliver after completion of the current package -- be inadequate because israel would probably get the plane anyway $ $	Several key members of Congress said that the Administration's compromise proposal to sell Israel 20 more F-15 fighter planes -- to be delivered after completion of the current package -- was inadequate because Israel would probably get the planes anyway . "	18	plane
his mind begin race ..... only when the cargo ramp be finally raise and the transport plane make ready to be tow back to its hangar do kazakov finally turn toward the three government vehicle behind him $ which have also remain $	His mind began racing .... Only when the cargo ramp was finally raised and the transport plane made ready to be towed back to its hangar did Kazakov finally turn toward the three government vehicles behind him , which had also remained .	16	plane
rick hatter-man $ carla's 17-year-old boyfriend $ have hear on the radio in portland that carla's plane be miss $	Rick hatter-man , Carla's 17-year-old boyfriend , had heard on the radio in Portland that Carla's plane was missing .	16	plane
von hassel reply that he have such faith in the plane that he have no hesitation about allow his only son to become a starfighter pilot $	Von Hassel replied that he had such faith in the plane that he had no hesitation about allowing his only son to become a Starfighter pilot .	10	plane
there be whoop of joy all over the plane $ they do it $	There are WHOOPS of joy all over the plane -- they did it .	8	plane
batton run the plane to the end of the runway and then wheel it around to the tie-downs $ $	Batton ran the plane to the end of the runway and then wheeled it around to the tie-downs . "	3	plane
man be feverishly work on the plane $ get it ready $ load the bomb $ check every detail again and again $	Men are feverishly working on the plane , getting it ready , loading the bombs , checking every detail again and again .	6	plane
as we be arrive at kai tak airport to meet our pan be clipper westwind $ i see the tia plane with all 376 $ minus two $ passenger taxi down the runway for the trip back to new york $	As we were arriving at Kai Tak Airport to meet our Pan Am Clipper Westwind , I saw the TIA plane with all 376 ( minus two ) passengers taxiing down the runway for the trip back to New York .	20	plane
robert j.-a mccloskey $ state department press officer $ say 38 possible american $ including crew member of the hijack plane $	Robert J. McCloskey , State Department press officer , said 38 possible Americans , including crew members of the hijacked plane ?	20	plane
there be a possibility that communist official be slow in release information on the plane $	There was a possibility that communist officials were slow in releasing information on the plane .	14	plane
if he be careful he might get a look at the instrument panel and possibly tell what course the plane be on $	If he was careful he might get a look at the instrument panel and possibly tell what course the plane was on .	19	plane
it be improbable that all these effort will achieve much so long as dozens of plane leave kennedy airport most day with large	It is improbable that all these efforts will achieve much so long as dozens of planes leave Kennedy Airport most days with large	15	plane
murchison would be miss from his ' plane's passenger list $	Murchison would be missing from his ' plane's passenger list .	7	plane
then mr.- chandler ' s word ring in our ear - ' ' excellent seat $ outside seat on the plane from paris to <nul> '	Then Mr. Chandler ' s words rang in our ears - ' ' excellent seats , outside seats on the plane from Paris to London. '	20	plane
they be meet by the german woman and drive to the wait plane $ where west german ambassador peter limbourg $ 56 $ see them off $	They were met by the German woman and driven to the waiting plane , where West German Ambassador Peter Limbourg , 56 , saw them off .	12	plane
it take the schiffers fifteen minute to persuade mary to board the plane $	It took the Schiffers fifteen minutes to persuade Mary to board the plane .	12	plane
military plane pass and repassed $ possibly take photograph $ but then fly away withouttrying to land $	Military planes passed and repassed , possibly taking photographs , but then flew away withouttrying to land .	1	plane
tail luke eagerly aim his gun down at the approach plane $	TAIL Luke eagerly aims his guns down at the approaching plane .	10	plane
where you or i would read or have a couple of drink on a plane $ $ observe allan kalmus $ the entertainer's longtime new york agent $ $ hope snooze for four or five hour $ $	Where you or I would read or have a couple of drinks on a plane , " observes Allan Kalmus , the entertainer's longtime New York agent , " Hope snoozes for four or five hours . "	14	plane
but la guardia be shut down until 10:26 p.-a <nul> $ when the first plane take off $	But La Guardia was shut down until 10:26 P. M. , when the first plane took off .	14	plane
the plane be inspect and send aloft again five week later $	The planes were inspected and sent aloft again five weeks later .	1	plane
meagher have only get to bed after check the plane all evening $ but he hurry to the airfield $ to find that the $ leak $ be nothing but moisture $ which the cold night air have cause to condense on the underside of the plane $ $	Meagher had only got to bed after checking the plane all evening , but he hurried to the airfield , to find that the " leak " was nothing but moisture , which the cold night air had caused to condense on the underside of the plane . "	9	plane
mary kay have go to cleveland with plane ticket to four city in her purse for business trip $ because she have think that $ whatever it be $ it could be cure quickly $	Mary Kay had gone to Cleveland with plane tickets to four cities in her purse for business trips , because she had thought that , whatever it was , it could be cured quickly .	7	plane
at least five american-piloted spotter plane fly over angola $	At least five American-piloted spotter planes fly over Angola .	5	plane
<nul> decide to recall its ambassador from amman $ close its border and ban flight of jordanian plane over iraq $	ing.in deciding to recall its ambassador from Amman , close its borders and ban flights of Jordanian planes over Iraq .	17	plane
they be still at the gate $ still wait for the plane to head out toward the runway $	They were still at the gate , still waiting for the plane to head out toward the runway .	11	plane
besides $ the two down plane be in sight $ or rather one down plane and one down pilot $	Besides , the two downed planes were in sight , or rather one downed plane and one downed pilot .	14	plane
the representative of the united state government speak about seed for rice with $ increased yield which the united state will send to vietnam $ $ mr.- thuy say $ $ but even at this moment american troop and american plane be attack our harvest $ be now destroy the economic infrastructure of south vietnam $ $	The representative of the United States Government speaks about seeds for rice with , increased yield which the United States will send to Vietnam , " Mr. Thuy said , " but even at this moment American troops and American planes are attacking our harvest , are now destroying the economic infrastructure of South Vietnam . "	40	plane
gallic perfumer $ who sniff at the idea only two year ago $ be now ship their delicate fragrance in plane at the rate of 660 ton a year $	Gallic perfumers , who sniffed at the idea only two years ago , are now shipping their delicate fragrances in planes at the rate of 660 tons a year .	20	plane
but now b-1 opponent have a new complaint $ they claim the plane will soon be outdated by the stealth bomber $ with its new radar-evading technology and design $ due to become operational in the early 1990s $	But now B-1 opponents have a new complaint : they claim the plane will soon be outdated by the Stealth bomber , with its new radar-evading technology and design , due to become operational in the early 1990s .	12	plane
sometime before midnight on <nul> 11 $ he steal a single-engine plane from an airport north of baltimore head south to washington $ fly over the national zoological park and down to the mall $ probably use the washington monument as a beacon $	Sometime before midnight on Sept. 11 , he stole a single-engine plane from an airport north of Baltimore headed south to Washington , flew over the National Zoological Park and down to the Mall , probably using the Washington Monument as a beacon .	11	plane
this mean $ a fast tour of the merchandise mart $ phone call ad lib $ lunch at his friend eli schulman's steak house with bob dachman $ executive director of the little city foundation $ a charity henny sponsor $ which help blind and retarded child $ a visit to eli himself $ who be lay up in the hospital recuperate from an operation $ a fast tour of chicago $ a bus to the airport $ a plane back to new york $ dinner with some friend $	This meant : a fast tour of the Merchandise Mart ; phone calls ad lib ; lunch at his friend Eli Schulman's steak house with Bob Dachman , executive director of the Little City Foundation , a charity Henny sponsors , which helps blind and retarded children ; a visit to Eli himself , who was laid up in the hospital recuperating from an operation ; a fast tour of Chicago ; a bus to the airport ; a plane back to New York ; dinner with some friends .	79	plane
blast the dissident stockholder ' committee as a bunch of $ raider $ $ president joel hunter catch a plane for california $	Blasting the dissident stockholders ' committee as a bunch of " raiders , " President Joel Hunter caught a plane for California .	19	plane
rudge and dennis enter from the back of the plane $	Rudge and Dennis enter from the back of the plane .	9	plane
$ so when we get off the plane $ i ask when he be go to introduce me to his friend $ and he laugh	" So when we got off the plane , I asked when he was going to introduce me to his friend , and he laughed	7	plane
our plane in the berlin air corridor be buzz $ the autobahn be block $	Our planes in the Berlin air corridor were buzzed ; the autobahns were blocked .	1	plane
kulwicki $ the 1992 nascar winston cup series champion $ die in a plane crash april 1 $	Kulwicki , the 1992 NASCAR Winston Cup series champion , died in a plane crash April 1 .	13	plane
## the two burly man in the first-class cabin of the air algrie 727 appear distinctly relieve as the plane settle down at paris ' orly airport and a large citron drive up on the tarmac $ follow by another car full of police $	@@283190 The two burly men in the first-class cabin of the Air Algrie 727 appeared distinctly relieved as the plane settled down at Paris ' Orly Airport and a large Citron drove up on the tarmac , followed by another car full of police .	19	plane
syria have 404,000 troop $ 558 combat plane and 4,000 tank $	Syria has 404,000 troops , 558 combat planes and 4,000 tanks .	7	plane
she have stand by my side at tampa airport when the plane go down $	She had stood by my side at Tampa airport when the plane went down .	11	plane
along with fast patrol boat $ hc-130h transport plane $ reconnaissance aircraft and more than 130 helicopter $	along with fast patrol boats , HC-130H transport planes , reconnaissance aircraft and more than 130 helicopters .	8	plane
they also announce that their plane will go into regular passenger service in october $	They also announced that their plane will go into regular passenger service in October .	5	plane
the president's plane land at goose bay at 9:03 p.-a m $	The President's plane landed at Goose Bay at 9:03 p. m .	2	plane
explain the difficulty in arrange for a getaway plane $ he shout $ $ we couldn't contact the arab foreign	Explaining the difficulties in arranging for a getaway plane , he shouted : " We couldn't contact the Arab Foreign	8	plane
the grumman most likely have not yet be reportedoverdue $ its fly time be probably long than a commercial plane's $	The Grumman most likely had not yet been reportedoverdue , its flying time was probably longer than a commercial plane's .	19	plane
a world airway dc10 skid off the end of a slick runway and the front section of the plane break off $ fall	A World Airways DC10 skidded off the end of a slick runway and the front section of the plane broke off , falling	18	plane
scranton often prowl the plane $ ignore the fasten seat belt sign $ to chat with reporter $	Scranton often prowled the plane , ignoring the FASTEN SEAT BELTS sign , to chat with reporters .	4	plane
even his fiery escape in the plane $ under the out-of-joint nose of the communist party's first secretary $ first-rate though the sequence be $ do not prepare one for the marvel that follow $	Even his fiery escape in the plane , under the out-of-joint nose of the Communist Party's First Secretary , first-rate though the sequence is , does not prepare one for the marvels that follow .	6	plane
and on the plane that leave for boston at the same time as the flight to l.a.- $ jessica and val barely speak $ and mel look out the window see nothing there except a vision	And on the plane that left for Boston at the same time as the flight to L.A. , Jessica and Val barely spoke , and Mel looked out the window seeing nothing there except a vision	3	plane
i have get to catch the last plane back and it leave before eleven $ $	I've got to catch the last plane back and it leaves before eleven . "	6	plane
i pray anyplace -- in a cab $ on a plane or in the barn with the cat $	I pray anyplace -- in a cab , on a plane or in the barn with the cats .	10	plane
in the meantime $ most of the troop and 25% of the supply fly to saudi arabia be travel on wide- body plane lease from commercial airline $	In the meantime , most of the troops and 25% of the supplies flying to Saudi Arabia are traveling on wide- body planes leased from commercial airlines .	22	plane
all be kill $ their body crush against one another in the front of the plane $	All were killed , their bodies crushed against one another in the front of the plane .	15	plane
really want to take off in your plane $ if you know what i mean $ $	really want to take off in your plane , if you know what I mean . "	7	plane
$ when the stewardess fold down the tray table in front of us to serve dinner on the plane back to new york $ henny tuck his napkin under his chin $ look back at the day so far $ and sing $ to the tune of $ three blind mouse $ $ $ three free meal $	" When the stewardess folded down the tray tables in front of us to serve dinner on the plane back to New York , Henny tucked his napkin under his chin , looked back at the day so far , and sang , to the tune of " Three Blind Mice , " " Three free meals !	18	plane
with the plane $ researcher be able to range far and wide in search of storm $	With the plane , researchers are able to range far and wide in search of storms .	2	plane
she be a woman i meet on a plane from kansas city to minneapolis $ and whom in the space of an afternoon $ a dinner $ and	She was a woman I met on a plane from Kansas City to Minneapolis , and whom in the space of an afternoon , a dinner , and	8	plane
the himalayan flight be touchy because no large plane like the queen's boac britannia have ever skim mt $	The Himalayan flight was touchy because no large plane like the Queen's BOAC Britannia had ever skimmed Mt .	8	plane
she have insist on iron his linen suit herself $ place one of her monogrammed handkerchief between the searing hot iron and the material $ because she don't want him look rumple on the plane $ and she say the maid always end up leave scorch marks on his father's clothes $	She'd insisted on ironing his linen suit herself , placing one of her monogrammed handkerchiefs between the searing hot iron and the material , because she didn't want him looking rumpled on the plane , and she said the maid always ended up leaving scorch marks on his father's clothes .	33	plane
at once the plane become even more difficult to handle $ and close realize why he have leave it so late $ $	At once the plane became even more difficult to handle , and Close realised why he had left it so late . "	3	plane
