sentence_lemma	sentence_token	target_index	original_word
she be very suntanned $ her long hair tie up in a rag of crimson silk $	She was very suntanned , her long hair tied up in a rag of crimson silk .	12	rag
the woman have manage to wash a few garment $ fade shirt and baby rag $ a long line of them flap from a cord hang so low everyonecrossing the deck have to stoop under it $	The women had managed to wash a few garments , faded shirts and baby rags ; a long line of them flapped from a cord hung so low everyonecrossing the deck had to stoop under it .	14	rag
the big attendant come out of his office and hand wet rag to everybody $	The big attendant comes out of his office and hands wet rags to everybody .	11	rag
he take a rag from the book closet and go out the door $	He took a rag from the book closet and went out the door .	3	rag
a tall blond male vampire stand behind him with a handsome woman $ both of them swathe in rag like leper $	A tall blond male vampire stood behind him with a handsome woman , both of them swathed in rags like lepers .	18	rag
muffle in rag to protect the lung $ moses spray ceiling $ but the gun speckled the window and banister and he go back to the brush $	Muffled in rags to protect the lungs , Moses sprayed ceilings , but the gun speckled the windows and banisters and he went back to the brush .	2	rag
far on $ the low house be make of stone instead of the heavily textured coral rag that compose the swahili island's historic building $	Farther on , the low houses were made of stone instead of the heavily textured coral rag that composed the Swahili island's historic buildings .	16	rag
it be more of a rag than the couture dream they have imagine $	It is more of a rag than the couture dream they had imagined .	5	rag
i see mr.- schenley's body flop around like a rag doll $ because he don't have his seatbelt on like i do $	I saw Mr. Schenley's body flopping around like a rag doll , because he didn't have his seatbelt on like I did .	9	rag
when the man in legging have pull the rag from their mouth $ bazwan address huffley $ $	When the man in leggings had pulled the rags from their mouths , Bazwan addressed Huffley . "	8	rag
she go up her own trail $ wipe away the dime-sized drop on the linoleum $ then rinse the rag $ wring it out $ and put it aside $	She went up her own trail , wiping away the dime-sized drops on the linoleum , then rinsing the rag , wringing it out , and putting it aside .	19	rag
though old ace here must be either a wizard or else the big damned fool go to have keep that mess of rag and rot in the air all this time $ $ steve concede $ $	Though old Ace here must be either a wizard or else the biggest damned fool going to have kept that mess of rags and rot in the air all this time , " Steve conceded . "	22	rag
the old lady take off her head rag and fold it up $ $	The old lady takes off her head rag and folds it up . "	7	rag
middle-aged $ wealthy $ dress in the best from atlanta's fashion house $ they be two bright easter egg among the pile of rag $	Middle-aged , wealthy , dressed in the best from Atlanta's fashion houses , they were two bright Easter eggs among the pile of rags .	23	rag
and i take the rag from her hand and put it on her forehead $	And I took the rag from her hand and put it on her forehead .	4	rag
i have not the arrogance $ or the hardihood $ to test my power again $ but i put on hope $ as a naked man welcome rag in a winter <nul>	I had not the arrogance -- or the hardihood -- to test my power again , but I put on hope , as a naked man welcomes rags in a winter storm.	27	rag
one moment i be stand over denton's corpse $ then suddenly i be in the shadow of the brewer's spruce at the stanfeuss farmhouse $ clean the bloody blade of the ax on an old rag $	One moment I was standing over Denton's corpse , then suddenly I was in the shadow of the brewer's spruce at the Stanfeuss farmhouse , cleaning the bloody blade of the ax on an old rag .	35	rag
with a look of satisfaction on her face $ she slip a piece of rag through the hole and tie the end in a knot $ $	With a look of satisfaction on her face , she slipped a piece of rag through the holes and tied the ends in a knot . "	14	rag
below the car be a mechanic dress in greasy coverall hold a wrench $ rag and oil can $	Below the car is a MECHANIC dressed in greasy coveralls holding a wrench , rag and oil can .	14	rag
woman discuss how they no long can afford soap in accent shakespeare might have understand $ and when a book seller in rag board the train $	Women discuss how they no longer can afford soap in accents Shakespeare might have understood ; and when a book seller in rags boards the train ,	22	rag
paint with a rag to give the brick the effect of a time-worn surface $	paint with a rag to give the brick the effect of a time-worn surface .	3	rag
paddy put down the gun and gag constable with a rag from his pocket $	PADDY puts down the gun and gags CONSTABLE with a rag from his pocket .	10	rag
he be one of the few in this day and age who really go from rag to riches $	He was one of the few in this day and age who really went from rags to riches .	15	rag
exactly as in every account $ whether from danzig $ or munich $ or warsaw $ the rag of a wehrmacht uniform cling to the figure's bone $ the sleeve $ the trouser $ hang in shred $ slash back and forth and up and down by outragedtime $	Exactly as in every account , whether from Danzig , or Munich , or Warsaw , the rags of a Wehrmacht uniform clung to the figure's bones , the sleeves , the trousers , hanging in shreds , slashed back and forth and up and down by outragedtime .	17	rag
he laugh and hold up a devil's suit he make out of a tablecloth and some stolen rag $	He laughed and held up a devil's suit he made out of a tablecloth and some stolen rags .	17	rag
he just lay there in the sunshine $ all stretch out and limber as a rag $	He just lay there in the sunshine , all stretched out and limber as a rag .	15	rag
i dip my rag in the water he have carry in a bucket from the bog pond and begin to wipe $	I dip my rag in the water he has carried in a bucket from the bog pond and begin to wipe .	3	rag
you reach down under your edge of the seat and pull out the pistol in a clean white rag $	You reached down under your edge of the seat and pulled out the pistol in a clean white rag .	18	rag
they be wear wet rag on their head $ sit near the house site in the brilliance of noon $	They're wearing wet rags on their heads , sitting near the house sites in the brilliance of noon .	3	rag
devious interference be now share $ debonairly light a kocmoc cigarette $ that go ill with his rag and his paint $	devious interferences was now shared , debonairly lit a KocMoc cigarette , that went ill with his rags and his paint .	17	rag
i be on a desolate hillside $ a worn battle lance beside me $ its pennon little more than a rag $	I was on a desolate hillside , a worn battle lance beside me , its pennon little more than a rag .	20	rag
the washer snatch the rag away and slap it to the window two foot lower $	The washer snatched the rag away and slapped it to the window two feet lower .	4	rag
she wipe her hand on the polish rag $ which be fortunately still in the pocket of her dress $ and head for the bath $	She wiped her hands on the polishing rag , which was fortunately still in the pocket of her dress , and headed for the baths .	7	rag
he wear rag sew with tiny bell $ each of which tinkle a note that in his mind symbolize the special vice of each place he have visit $	He wears rags sewn with tiny bells , each of which tinkles a note that in his mind symbolizes the special vice of each place he has visited .	2	rag
in her right hand $ she still hold the rag to wipe the table clean $	In her right hand , she still held the rag to wipe the table clean .	9	rag
an array of diamond-shaped bowl $ a curved platter $ a heap of dry rag $	an array of diamond-shaped bowls : a curved platter , a heap of dry rags .	14	rag
she could stand the fade pastel smear on the peel wallpaper in there $ and she could stand the faint reddish stain on her mother's cleaning rag $	She could stand the faded pastel smear on the peeling wallpaper in there , and she could stand the faint reddish stain on her mother's cleaning rags .	26	rag
she be get that black rag wrap round her shoulder $ and she be pointingone of her little old finger at me $ $	She's got that black rag wrapped round her shoulders , and she's pointingone of her little old fingers at me . "	4	rag
she be surround by a pack of dog that grab at her arm and leg and pull her across the ground like a rag doll $	She was surrounded by a pack of dogs that grabbed at her arms and legs and pulled her across the ground like a rag doll .	23	rag
though they be in rag now $ the walk and the food in them keep them warm $ and the sun be pleasant on their face when they be out of the shadow $	Though they were in rags now , the walking and the food in them kept them warm , and the sun was pleasant on their faces when they were out of the shadows .	4	rag
the scattered fragment of the nightmare break loose from her and fall at her foot $ like incomprehensible rag $	The scattered fragments of the nightmare break loose from her and fall at her feet , like incomprehensible rags .	18	rag
bull sit $ apparently unmoved $ with his back against a cottonwood tree $ run a wipe rag through the barrel of a revolver $	Bull sat , apparently unmoved , with his back against a cottonwood tree , running a wiping rag through the barrel of a revolver .	17	rag
when she have finish $ she put the rag in a bucket $ mentally calculate that she have finish tidy	When she had finished , she put the rag in a bucket , mentally calculating that she had finished tidying	8	rag
krumholz come over and slap at the table with his rag $ $	Krumholz came over and slapped at the table with his rag . "	10	rag
but thomas $ well $ he suddenly $ before our very eye $ become this mound of flesh strip off a thick bundle of bloody rag from between his leg $	But Thomas , well , he suddenly , before our very eyes , became this mound of flesh stripping off a thick bundle of bloody rags from between his legs .	25	rag
grubeshov now slowly draw forth a long $ stained rag $ $	Grubeshov now slowly drew forth a long , stained rag . "	9	rag
he hang the wet rag over the back of his chair to dry and go to the windowsill and untwisted the pencil sharpener case and pour a rosy stream of shaving into the wastebasket $	He hung the wet rag over the back of his chair to dry and went to the windowsill and untwisted the pencil sharpener case and poured a rosy stream of shavings into the wastebasket .	4	rag
when the job be over $ mike the angel wipe his hand on a rag and	When the job was over , Mike the Angel wiped his hands on a rag and	14	rag
mr.- boudreaux look for the solder gun while she dust the maple counter with a rag and spread out the component $ $	Mr. Boudreaux looked for the soldering gun while she dusted the maple counter with a rag and spread out the components . "	15	rag
jason hand her a clean blue wipe rag from the dispenser $ $	Jason handed her a clean blue wipe rag from the dispenser . "	7	rag
as the economist deirdre mccloskey explain in a 2004 article in the magazine christian century $ $ your * * 29 $ 2541 $ toolong have one dress for church and one for the week $ if she be not in rag $	As the economist Deirdre McCloskey explains in a 2004 article in the magazine Christian Century , " Your * * 29 ; 2541 ; TOOLONG had one dress for church and one for the week , if she were not in rags .	41	rag
twice $ above inscription he wouldnever interpret $ he see a be dress in rag burst chain offhimself $ no doubt somebody put those chain on in the first place $	Twice , above inscriptions he wouldnever interpret , he saw a being dressed in rags bursting chains offhimself ; no doubt somebody put those chains on in the first place .	14	rag
galena park middle school conduct a toy drive $ and local senior citizen make rag doll for small child $ she add $	Galena Park Middle School conducts a toy drive , and local senior citizens make rag dolls for small children , she added .	14	rag
a donkey pull a heavily load wooden cart press her into the roughly textured coral rag $	A donkey pulling a heavily loaded wooden cart presses her into the roughly textured coral rag .	15	rag
in addition to these principal group $ there be subgroup $ common to both party $ who be douglas man $ lincoln man $ believer in a flannel rag around the neck for a colic $ and scoffers at the remedy $ man who have sign the pledge and man who drink a quart of whisky at a sit $ man who be baptists $ presbyterian $ and holy roller $ man who know certain intimate biological fact about esquimaux woman $ and man who deny their knowledge $	In addition to these principal groups , there were subgroups , common to both parties , who were Douglas men , Lincoln men ; believers in a flannel rag around the neck for a colic , and scoffers at the remedy ; men who had signed the pledge and men who drank a quart of whisky at a sitting ; men who were Baptists , Presbyterians , and Holy Rollers ; men who knew certain intimate biological facts about Esquimaux women , and men who denied their knowledge .	28	rag
munson house - staircase/living room - night -- and he fall down the stair $ each thud impact bounce his body like a rag doll's $	MUNSON HOUSE - STAIRCASE/LIVING ROOM - NIGHT -- and he falls down the stairs , each thudding impact bouncing his body like a rag doll's .	23	rag
the rag bag hang from a nail in the wall $ $	the rag bag hanging from a nail in the wall . "	1	rag
they have bake $ half a bag of flour under the bed $ his sack of tool $ and that bloody rag i tell you about $	they had baked , half a bag of flour under the bed , his sack of tools , and that bloody rag I told you about .	21	rag
he holster the knife and then grab the driver be twitch body with both fist $ yank it from the truck and throw it like a rag doll to the side of the road $	He holstered the knife and then grabbed the driver's twitching body with both fists , yanked it from the truck and threw it like a rag doll to the side of the road .	25	rag
a foul smell fill his nostril as a dirty rag be press against his face $ hand be grab at his shoulder and ankle $	A foul smell filled his nostrils as a dirty rag was pressed against his face ; hands were grabbing at his shoulders and ankles .	9	rag
inside her sew room she tear away the rag and expose the .... creature $	Inside her sewing room she tore away the rags and exposed the ... creature .	8	rag
there be my ptarmigan egg $ still cradle in the rag in my palm $	There were my ptarmigan eggs , still cradled in the rag in my palms .	10	rag
but what be truly startle be the total absence of hungry and sickly man $ woman $ and child in rag $	But what is truly startling is the total absence of hungry and sickly men , women , and children in rags ?	20	rag
curly be practically in rag and have several day growth on his face $	Curly is practically in rags and has several days growth on his face .	4	rag
she set to work then $ strip off the soaked $ mud-caked rag ludorica wear $ tug loose the strip of cloth make her improvised legging $	She set to work then , stripping off the soaked , mud-caked rags Ludorica wore , tugging loose the strips of cloth making her improvised leggings .	12	rag
aunt ada $ do you have a clean rag $ $	Aunt Ada , do you have a clean rag ? "	8	rag
they be honduran migrant worker $ dress in shabby clothes $ some with rag on their head $ other wear broad-brimmed hat $	They are Honduran migrant workers , dressed in shabby clothes , some with rags on their heads , others wearing broad-brimmed hats .	13	rag
the room we stand in face a black tenement $ a backyard full of board $ rag $ trash $ debris $ building that look as if they have be strike by a series of bombing $	The room we stood in faced a black tenement , a backyard full of boards , rags , trash , debris , buildings that looked as if they'd been struck by a series of bombings .	16	rag
don't rag on me about a few joint $ will you $ felicia $ $	Don't rag on me about a few joints , will you , Felicia ? "	1	rag
one hardly think of the local rag as a representative of the media at large $ $	One hardly thinks of the local rag as a representative of the media at large . "	6	rag
melba toss a pincushion away $ wipe off a wooden school chair with a rag $ $	Melba tosses a pincushion away , wipes off a wooden school chair with a rag . "	14	rag
ensemble there be somethin ' happenin ' in dixiei be from dixie so i knowwe get a rag we call $ the fig tree $ for that big tree that we growand when we be hoppin ' on the bayoui defy you to be stillget you a raggy tuneget you a cajun moonget you a jack or a jill come on alongwe be go na do the fig tree ragyour body go na zig and zagtake a look atev'ry chap and ev'ry chippy all along the mississippidoin ' the dancethey be dancin ' to the fig tree ragi wan na do the fig tree rag	ENSEMBLE THERE 'S SOMETHIN ' HAPPENIN ' IN DIXIEI 'M FROM DIXIE SO I KNOWWE GOT A RAG WE CALL " THE FIG TREE " FOR THAT BIG TREE THAT WE GROWAND WHEN WE 'RE HOPPIN ' ON THE BAYOUI DEFY YOU TO BE STILLGET YOU A RAGGY TUNEGET YOU A CAJUN MOONGET YOU A JACK OR A JILL COME ON ALONGWE 'RE GON NA DO THE FIG TREE RAGYOUR BODY GON NA ZIG AND ZAGTAKE A LOOK ATEV'RY CHAP AND EV'RY CHIPPY ALL ALONG THE MISSISSIPPIDOIN ' THE DANCETHEY 'RE DANCIN ' TO THE FIG TREE RAGI WAN NA DO THE FIG TREE RAG	17	rag
i follow those rag for kick $ $ charles say $ $	I follow those rags for kicks , " Charles says . "	3	rag
there be still the psychiatrist $ with whom she feel like a rag doll be urge to march forth with the metallic purpose of a mechanical majorette $	There is still the psychiatrist , with whom she feels like a rag doll being urged to march forth with the metallic purpose of a mechanical majorette .	12	rag
the other memory be of a vacant lot in the cold $ yellow light of late afternoon and a drunken woman in filthy rag beat a man over the head with an umbrella until he fall $ then stand over him $ kick and strike him again and again $	The other memory is of a vacant lot in the cold , yellow light of late afternoon and a drunken woman in filthy rags beating a man over the head with an umbrella until he fell , then standing over him , kicking and striking him again and again .	23	rag
the set be ramkali rag $ which relate to the season of besant in march shortly before harvest $	The setting is Ramkali rag , which relates to the season of Besant in March shortly before harvest .	4	rag
it may be that a good translation of one of the major rag will serve to illustrate the point one day $	It may be that a good translation of one of the major rags will serve to illustrate the point one day .	12	rag
