sentence_lemma	sentence_token	target_index	original_word
the large branching silver candlestick $ which stand at each side of a full-length picture of general washington $ on the mantel-piece $ be richly fringe with white bridal ornament $ after the good old fashion $ and as lively a set of lad and lass as ever move through the figure of a cotillion $ be keep time to the impetuous thump of their own heart $ and the long-sweeping bow-hands of two hereditary fiddler station behind the door $	The large branching silver candlesticks , which stood at each side of a full-length picture of General Washington , on the mantel-piece , were richly fringed with white bridal ornaments , after the good old fashion ; and as lively a set of lads and lasses as ever moved through the figures of a cotillion , were keeping time to the impetuous thumping of their own hearts , and the long-sweeping bow-hands of two hereditary fiddlers stationed behind the door .	62	thump
my skin be lily white $ and the color here be new $ so the first man they sell me to $ he thump have me black and blue $ the priest who buy me from him $ in a tenderhearted tone $ say $ come from that great blackguard's house $ and walk into my own $	My skin is lily white , and the color here is new , So the first man they sold me to , he thump'd me black and blue : The Priest who bought me from him , in a tenderhearted tone , Said , come from that great blackguard's house , and walk into my own .	23	thump
just that little thump $ whatever it be $ $ say the teller of the story $	Just that little thump , whatever it was , " said the teller of the story .	3	thump
like some poor devil ashore that happen to know an irascible great man $ they make distant unobtrusive salutation to him in the street $ lest if they pursue the acquaintance far $ they might receive a summary thump for their presumption $	Like some poor devils ashore that happen to know an irascible great man , they make distant unobtrusive salutations to him in the street , lest if they pursued the acquaintance further , they might receive a summary thump for their presumption .	38	thump
linstock hit general alcort three time without bring him down $ and these rude thump $ $ $ although the general do not mind a pistol ball more than the proboscis of a musquito $ $ prevent his steady aim $ he couldn't touch his mark $	Linstock hit general Alcort three times without bringing him down , and these rude thumps , -- ( although the general did not mind a pistol ball more than the proboscis of a musquito , ) prevented his steady aim -- he couldn't touch his mark .	14	thump
then ensue the applause of the spectator $ with clap of hand and thump of stick $ and the energetic pounding of their heel $	Then ensued the applause of the spectators , with clap of hands and thump of sticks , and the energetic pounding of their heels .	13	thump
make tremendous effort at a page image - page <nul> performance of the $ pigeon-wing $ $ each thump resound like the report of a cannon $ and cause all the glass in the row to rattle as if under the influence of an earthquake $	make tremendous efforts at a Page image - Page 109. performance of the " pigeon-wing , " each thump resounding like the report of a cannon , and causing all the glasses in the row to rattle as if under the influence of an earthquake .	18	thump
$ it be a good lesson to learn $ $ think lucy $ but learn next door at too great an expense of thump on the head $ rap over the hand $ and aching heart $	" It is a good lesson to learn , " thought Lucy , but learned next door at too great an expense of thumps on the head , raps over the hand , and aching hearts .	23	thump
also the monotonous thump of the distant indian wabeno drum $	also the monotonous thump of the distant Indian wabeno drum .	3	thump
there be nothing now but uproar $ above $ beneath $ and around us $ footstep stumble pell-mell up the public staircase $ eager shout and heavy thump at the door $ the whiz and dash of water from the engine $ and the crash of furniture throw upon the pavement $	There was nothing now but uproar , above , beneath , and around us ; footsteps stumbling pell-mell up the public staircase , eager shouts and heavy thumps at the door , the whiz and dash of water from the engines , and the crash of furniture thrown upon the pavement .	27	thump
one have her form under my house all winter $ separate from me only by the flooring $ and she startle me each morning by her hasty departure when i begin to stir $ thump $ thump $ thump $ strike her head against the floor timber in her hurry $	One had her form under my house all winter , separated from me only by the flooring , and she startled me each morning by her hasty departure when I began to stir -- thump , thump , thump , striking her head against the floor timbers in her hurry .	34	thump
at new-orleans $ if i haven't go down and gin the english a thump on 23d december $ they might have lick me on 8th january $	at New-Orleans ; if I hadn't gone down and gin the English a thump on 23d December , they might have licked me on 8th January .	13	thump
ralph feel his heart beat quicker $ with thump upon thump as the figure come from the shadow into the moonlight $ $	Ralph felt his heart beat quicker , with thump upon thump as the figure came from the shadow into the moonlight . "	8	thump
the red blood dash up to somers ' very forehead $ and he could scarcely breathe for the thump of his heart $ as the idea cross him that now be the time to ask for kate $ nor be his agitation at all diminish by cast a glance at her $ and see her cheek crimson and her eye downcast $ as if she anticipate what be go on in his mind $	The red blood dashed up to Somers ' very forehead , and he could scarcely breathe for the thumping of his heart , as the idea crossed him that now was the time to ask for Kate ; nor was his agitation at all diminished by casting a glance at her , and seeing her cheeks crimson and her eyes downcast , as if she anticipated what was going on in his mind .	18	thump
each listen ear be set on torture $ each tory bellow $ $ order $ order $ $ and some $ with tongue not low or weak $ be clam'ring fast $ for leave to speak $ the moderator $ with great vi'lence $ the cushion thump have with $ $ silence $ silence $ $	Each listening ear was set on torture , Each Tory bellowing , " Order , Order ; " And some , with tongue not low or weak , Were clam'ring fast , for leave to speak ; The Moderator , with great vi'lence , The cushion thump'd with , " Silence , Silence ! "	46	thump
i be rouse early by a general thump and clatter $ and $ make the hasty toilette which one be compel to do when destitute of appliance $ i find the stage at the early hour of six ready at the door $ and $ to my surprise $ the coachman be muffle up in fur $ and the morning be intensely cold $	I was roused early by a general thumping and clattering , and , making the hasty toilette which one is compelled to do when destitute of appliances , I found the stage at the early hour of six ready at the door ; and , to my surprise , the coachman was muffled up in furs , and the morning was intensely cold .	7	thump
i make ' em as whist as fish $ and if one on ' em begin and give a yelp $ why $ $ $ and mr.- loker bring down his fist with a thump that fully explain the hiatus $ $	I makes ' em as whist as fishes ; and if one on ' em begins and gives a yelp , why , -- " and Mr. Loker brought down his fist with a thump that fully explained the hiatus . "	34	thump
why $ crowder $ you be one of those fellow $ in every party $ who be allow to make a noise in proportion to their real want of confidence and information $ in the same way as poor bill baffin $ the stevedore $ thump and whistle and ply his mallet on the outside of the ship on the stock $ without get so much as a peep in at the cabin-window $	Why , Crowder , you are one of those fellows , in every party , who are allowed to make a noise in proportion to their real want of confidence and information ; in the same way as poor Bill Baffin , the stevedore , thumps and whistles and plies his mallet on the outside of the ship on the stocks , without getting so much as a peep in at the cabin-window .	45	thump
who dancest in heaven to the song of the trump $ to the fife's acclaim $ and bass-drum's thump $	Who dancest in heaven to the song of the trump , To the fife's acclaim , and bass-drum's thump !	18	thump
during the whole of this time the bellow of the cow $ the roar of the leopard and the thump $ trample and shuffling which proceed from the cattle-shed $ explain the savage nature of the fight $	During the whole of this time the bellowing of the cow , the roars of the leopard and the thumping , trampling and shuffling which proceeded from the cattle-shed , explained the savage nature of the fight .	19	thump
he receive a heavy thump upon the shoulder $ which make him exclaim $ $ blood and thunder $	he received a heavy thump upon the shoulder , which made him exclaim -- " Blood and thunder !	4	thump
and not a little consoling be require by the infant hero upon whom the bounty of autumn descend too copiously $ administer more and harder thump than their green philosophy have yet be train to endure $	And not a little consoling is required by the infant heroes upon whom the bounties of autumn descend too copiously , administering more and harder thumps than their green philosophy has yet been trained to endure .	25	thump
cowper sing with homely truth $ thump after thump resound the constant flail $ that seem to swing uncertain $ and yet fall full on the destin have ear $	Cowper sings with homely truth -- Thump after thump resounds the constant flail , That seems to swing uncertain , and yet falls Full on the destin'd ear .	6	thump
a feeble $ struggling light from within show the inmate be stir as the man in the overcoat give a loud $ careless thump on the tremble door $ which be open by a	A feeble , struggling light from within showed the inmates were stirring as the man in the overcoat gave a loud , careless thump on the trembling door , which was opened by a	23	thump
we walk on in silence till i see that his strength be give out $ $ he be in ill health then $ $ and with a mute grasp of the hand $ and a loud thump at the heart $ we part $	We walked on in silence till I saw that his strength was giving out , -- he was in ill health then , -- and with a mute grasp of the hand , and a loud thump at the heart , we parted .	36	thump
instead of strut about as formerly with his three-cornered hat on one side $ flourish his cudgel $ and bring it down every moment with a hearty thump upon the ground $ look every one sturdily in the face $ and troll out a stave of a catch or a drinking-song $ he now go about whistle thoughtfully to himself $ with his head droop down	Instead of strutting about as formerly with his three-cornered hat on one side , flourishing his cudgel , and bringing it down every moment with a hearty thump upon the ground , looking every one sturdily in the face , and trolling out a stave of a catch or a drinking-song , he now goes about whistling thoughtfully to himself , with his head drooping down	27	thump
ralph feel his heart beat quicker $ with thump upon thump as the figure come from the shadow into the moonlight $ $	Ralph felt his heart beat quicker , with thump upon thump as the figure came from the shadow into the moonlight . "	8	thump
i would observe that the whole club always join in the chorus with a fearful thump on the table and clatter of pewter pot $	I would observe that the whole club always join in the chorus with a fearful thumping on the table and clattering of pewter pots .	15	thump
and there be a mighty difference between a live thump and a dead thump $	And there's a mighty difference between a living thump and a dead thump .	8	thump
frank and salisbury be both of them seat on the top of a desk $ the former $ generally silent $ relieve himself by sundry twist and contortion $ smack of the lip $ sigh $ and turning of the eye $ vary by a few occasional thump administer to salisbury $ who sit by him $ apparently unconscious of the bellicose attitude of his neighbor $ listen	Frank and Salisbury were both of them seated on the top of a desk ; the former , generally silent , relieved himself by sundry twists and contortions , smacking of the lips , sighs , and turnings of the eyes , varied by a few occasional thumps administered to Salisbury , who sat by him , apparently unconscious of the bellicose attitude of his neighbor , listening	47	thump
a thump here $ a wind there $ a knock down blow on this side $ another on that $	A thump here -- a wound there -- a knock down blow on this side , another on that !	1	thump
one $ we be ashamed to say $ be a cauliflower $ which $ fling by a young man from a pass carriage $ come with a prodigious thump against his shoulder $ the other be a single rosebud $ so fresh that it seem that moment gather $	One , we are ashamed to say , was a cauliflower , which , flung by a young man from a passing carriage , came with a prodigious thump against his shoulder ; the other was a single rosebud , so fresh that it seemed that moment gathered .	28	thump
he carry a two-fisted rapier $ would split your skull as easy as i could crack a cocoanut with my sledge-hammer $ and he wear an iron pot on his head $ i know it $ for i have have the tinker of the same $ would take a swing thump as easy as my anvil $ and never the bad $ $	He carries a two-fisted rapier , would split your skull as easy as I could crack a cocoanut with my sledge-hammer , and he wears an iron pot on his head -- I know it , for I have had the tinkering of the same -- would take a swinging thump as easy as my anvil , and never the worse . "	50	thump
those within see something pass over the opening in the roof $ they think from the shadow it cast that it must have be some huge bird -- and then they hear a thump upon the ground $ $	Those within saw something pass over the opening in the roof ; they thought from the shadow it cast that it must have been some huge bird -- and then they heard a thump upon the ground . "	33	thump
i tell you what $ goody $ i would have take a thump for a drink of water $	I tell you what , goody , I would have taken a thumping for a drink of water !	12	thump
enchant the slope of the barren plain $ as youthful hope turn the dreary day to rhyme $ but when the night of our chill decembers shut in at the close of a lower day $ and the wind roar down from the distance grey $ and rattle the shutter $ and scatter the ember $ as they howl down the chimney's blackened throat $ and over the old sea-wall $ and under those ruin arch with thump and thunder $ whiten the surf in the stormy night $ and the cold owl hoot in the mouldering moat $ and the wild gull scream as he hurry by $ and the dog sneak close by the blaze to snore $ and start from his sleep to answer again the desolate long-drawn howl of pain of the wolf-dog $ prowl afar on the moor $	enchants the slopes Of the barren plains , as youthful hopes Turn the dreariest day to rhyme ; But when the night of our chill Decembers Shuts in at the close of a lowering day , And the winds roar down from the distance grey , And rattle the shutters , and scatter the embers , As they howl down the chimney's blackened throat , And over the old sea-wall , and under Those ruined arches with thump and thunder , Whitens the surf in the stormy night ; And the cold owl hoots in the mouldering moat , And the wild gull screams as he hurries by , And the dog sneaks close by the blaze to snore , And starts from his sleep to answer again The desolate long-drawn howl of pain Of the wolf-dog , prowling afar on the moor .	77	thump
i too kate boo kou la $ <temp> $ so the tang-tang thump $ <temp> $ enter berissa $ $ slave bow $	I too kate boo kou la , &c. ; So the tang-tang thump , &c. ; Enter Berissa , -- Slaves bow .	12	thump
presently i ask her if she would like some ginger beer $ of course she say yes $ and of course i have to go into the kitchen to get it $ and of course i find jim there $ and tell him my story in a dozen word $ he bring his hand down with a thump on his waistband $ exclaim $ $ je-ru-sa-lem $ $	Presently I asked her if she would like some ginger beer ; of course she said yes , and of course I had to go into the kitchen to get it , and of course I found Jim there , and telling him my story in a dozen words , he brought his hand down with a thump on his waistband , exclaiming , " Je-ru-sa-lem ! "	57	thump
with the dead thump upon the stone below have come an unutterable horror $ $	With the dead thump upon the stones below had come an unutterable horror . "	3	thump
with what pain $ and thump $ and whack at school we first learn the way to put word together $	With what pains , and thumps , and whacks at school we first learned the way to put words together !	5	thump
tom step upon the block $ give a few anxious look round $ all seem mingle in a common $ indistinct noise $ $ the clatter of the salesman cry off his qualification in french and english $ the quick fire of french and english bid $ and almost in a moment come the final thump of the hammer $ and the clear ring on the last syllable of the word $ dollar $ $ as the auctioneer announce his price $ and tom be make over $	Tom stepped upon the block , gave a few anxious looks round ; all seemed mingled in a common , indistinct noise , -- the clatter of the salesman crying off his qualifications in French and English , the quick fire of French and English bids ; and almost in a moment came the final thump of the hammer , and the clear ring on the last syllable of the word " dollars , " as the auctioneer announced his price , and Tom was made over .	55	thump
the audience now begin to be impatient $ they signify their desire for the entertainment to commence by thump of stick and stamp of boot-heels $	The audience now began to be impatient ; they signified their desire for the entertainment to commence by thump of sticks and stamp of boot-heels .	18	thump
sufficient to keel $ them in the channel $ and in such case $ at a command from the officer $ the crew would leap // qwq the metallic boat $ it be find $ endure the thump and contusion which they receive $ with very little damage $ but the wooden boat $ though heavy and strong $ be find wholly incapable of sustain such service $	sufficient to keel ) them in the channel , and in such cases , at a command from the officer , the crews would leap // qwq The metallic boats , it was found , endured the thumps and contusions which they received , with very little damage ; but the wooden boat , though heavy and strong , was found wholly incapable of sustaining such service .	37	thump
there be silence for a few second $ interrupt only $ on board the albatross $ by the punch and thump of rammer $ as her crew be busily reload their gun $	There was silence for a few seconds , interrupted only , on board the Albatross , by the punching and thumping of rammers , as her crew were busily reloading their guns .	20	thump
ask another man $ bring down a brawny paw $ with a resounding thump $ upon the herculean shoulder of the first querist $ thereby give me the information that in the west alligator be a designation of the genus homo $ in fact $ that it be customary for a man to address his fellow-man as $ old alligator $ $ instead of $ old fellow $ $	asked another man , bringing down a brawny paw , with a resounding thump , upon the Herculean shoulders of the first querist , thereby giving me the information that in the West alligator is a designation of the genus homo ; in fact , that it is customary for a man to address his fellow-man as " old alligator , " instead of " old fellow . "	13	thump
in the cistern $ there be a thump of engine arm $ a thin jet of muddy water rise against the flame $ and the fire bound up lively than ever $	in the cisterns -- there was a thumping of engine arms -- a thin jet of muddy water rose against the flame , and the fire bounded up livelier than ever .	7	thump
now $ tom's roarer when there be any thump or fight to be do $ but at lie he an't good $ tom an't $ $ ye see it don't come natural to him $ but $ lord $ if there be a fellow in the country that can swear to anything and everything $ and put in all the circumstance and flourish with a long face $ and carry ' t through better	Now , Tom's roarer when there's any thumping or fighting to be done ; but at lying he an't good , Tom an't , -- ye see it don't come natural to him ; but , Lord , if thar's a feller in the country that can swear to anything and everything , and put in all the circumstances and flourishes with a long face , and carry ' t through better	7	thump
now the tang-tang thump $ big tabala beat $ while the flute and the bell make music sweet $ and the negro girl on the simbing play $ for this be missy's wedding day $	Now the tang-tang thump ; big tabala beat ; While the flute and the bells make music sweet ; And the negro girl on the simbing play , For this be missy's wedding day .	3	thump
at last $ with the crown threat $ up go the spear for an astound thump $ and down come a large piece of the ceiling $ and with it $ a shower of letter $	At last , with the crowning threat , up went the spear for an astounding thump , and down came a large piece of the ceiling , and with it -- a shower of letters .	15	thump
3 four wife require that ali should bestir $ why he soon fall to work as before $ with his hammer $ make as much noise as ever $ yet the neighbour hear it never $ the lady contrive to make a little more than the hammer $ all the thump $ all the knock	3 Four wives requiring that Ali should bestir , Why he soon fell to work as before , With his hammer , Making as much noise as ever ; Yet the neighbours heard it never , The ladies contrived to make a little more Than the hammer : All the thumping , all the knocking	50	thump
he remember a long walk to fulton ferry $ a sort of holiday for him $ he remember a considerable practice in capital $ and write generally $ afterwards $ he remember still more clearly a severe thump upon his head $ give by mr.- blimmer $ very gratuitously $ as jerry think $ $ later in the day $	He remembered a long walk to Fulton Ferry , a sort of holiday for him ; he remembered a considerable practice in capitals , and writing generally , afterwards ; he remembered still more clearly a severe thump upon his head , given by Mr. Blimmer , very gratuitously ( as Jerry thought ) , later in the day .	37	thump
and there be a mighty difference between a live thump and a dead thump $	And there's a mighty difference between a living thump and a dead thump .	8	thump
no $ sir $ the violence of the operation would do his business as expeditiously as a thump over the head with a tomahawk $ which i think $ as you be an indian trader and fighter $ you know something about $	No , sir ; the violence of the operation would do his business as expeditiously as a thump over the head with a tomahawk , which I think , as you are an Indian trader and fighter , you know something about .	17	thump
an $ by the five crasses $ if it ben't for the wapon you have get in your hand $ and poor jamie that i bring here on my back $ and this thump upon my head $ i should say it be all a dhrame clane out $ $	An , by the five crasses , if it wasn't for the wapon you've got in your hand -- and poor Jamie that I brought here on my back -- and this thump upon my head , I should say it was all a dhrame clane out . "	32	thump
and one of the watch on deck $ after a preliminary thump with the large end of a handspike upon the forecastle $ vociferated down the fore scuttle $ $ all the starboard watch $ ahoy $	and one of the watch on deck , after a preliminary thumping with the large end of a handspike upon the forecastle , vociferated down the fore scuttle , " All the starboard watch , ahoy !	11	thump
i give him a thump for be such a fool $ but that only make him cry harder $	I gave him a thumping for being such a fool ; but that only made him cry harder .	4	thump
louis plead as much as he dare $ in dread of a few thump $ friendly in intent $ but vigorous in execution $ from salisbury $ and a second shake from hamilton $ but all in vain $ and they sally forth $	Louis pleaded as much as he dared , in dread of a few thumps , friendly in intent , but vigorous in execution , from Salisbury , and a second shaking from Hamilton , but all in vain , and they sallied forth .	13	thump
the struggle seem to wax hot and hot $ for a short time after michael come to the ground $ and he throw the child about in all direction and posture $ give some of them thump which would have place the ruffle-shirted little darling of the present day $ under the discipline of paregoric and opodeldoc for a week $ but these hardy son of the forest $ seem not to feel them $	The struggle seemed to wax hotter and hotter , for a short time after Michael came to the ground , and he threw the children about in all directions and postures , giving some of them thumps which would have placed the ruffle-shirted little darlings of the present day , under the discipline of paregoric and opodeldoc for a week ; but these hardy sons of the forest , seemed not to feel them .	36	thump
but unfortunately he have make some miscalculation or slip $ for instead of alight square upon the skate $ his heel fly up $ and with a tremendous thump $ down come poor bill upon his back $ $	But unfortunately he had made some miscalculation or slip , for instead of alighting square upon the skates , his heels flew up , and with a tremendous thump , down came poor Bill upon his back . "	28	thump
after loosen the hard soil $ by dint of much thump and pounding $ the yankee jerk one of the root this way and that $ twist it round and round $ and then tug at it horizontally $ $	After loosening the hard soil , by dint of much thumping and pounding , the Yankee jerked one of the roots this way and that , twisting it round and round , and then tugging at it horizontally . "	10	thump
ingeniously disentangle from all pretension to braid $ as respect its brim $ and the sliver start apart $ and stand upright $ give it a blaze air of freedom and defiance $ quite equal to that of any fejee chief $ while the whole brim of andy be be depart bodily $ he rap the crown on his head with a dexterous thump $ and look about well pleased $ as if to say $ $ who say i haven't get a hat $ $	ingeniously disentangled from all pretensions to braid , as respects its brim ; and the slivers starting apart , and standing upright , gave it a blazing air of freedom and defiance , quite equal to that of any Fejee chief ; while the whole brim of Andy's being departed bodily , he rapped the crown on his head with a dexterous thump , and looked about well pleased , as if to say , " Who says I haven't got a hat ? "	62	thump
$ tiddle $ bump $ $ tiddle $ thump $ $ tiddle $ bang $ $	-- tiddle ( bump ) -- tiddle ( thump ) -- tiddle ( bang ! )	8	thump
he have no sooner fairly get it to his eye than he bring his foot down upon the deck with a stout thump and open his countenance with a broad grin of satisfaction $	He had no sooner fairly got it to his eye than he brought his foot down upon the deck with a stout thump and opened his countenance with a broad grin of satisfaction .	22	thump
the next thing i know $ be the loud thump of a handspike on deck as the watch be call again $	The next thing I knew , was the loud thumping of a handspike on deck as the watch was called again .	9	thump
to his great surprise $ therefore $ a few minute afterwards $ he hear a thump sound $ and $ on turn over to see what the cause of it be $ he find that the little door be loose again $ and be swing backward and forward as before $	To his great surprise , therefore , a few minutes afterwards , he heard a thumping sound , and , on turning over to see what the cause of it was , he found that the little door was loose again , and was swinging backward and forward as before .	15	thump
jest then thump go the old bote again something $ and evry woman squall $ and the man stand on ther tip-toe $	Jest then thump went the old bote agin something , and evry woman squalled , and the men stood on ther tip-toes .	2	thump
the bold $ have approach the door to listen $ apply their ear to the keyhole $ and hear as follow $ $ turn out your toe $ forward two $ tol-de-rol-tiddle $ thump $ $ tiddle $ bump $ $ twiddle $ bang $ $	The boldest , having approached the door to listen , applied their ears to the keyhole , and heard as follows : " Turn out your toes -- forward two -- tol-de-rol-tiddle ( thump ) -- tiddle ( bump ) -- twiddle ( bang ! )	33	thump
the occasional clink or thump of something on board a vessel $ or the steady ply of some patient oar $ fall pleasantly on the ear in this calm night $	The occasional clink or thump of something on board a vessel , or the steady plying of some patient oars , falls pleasantly on the ear in this calm night .	4	thump
the hoarse trumpet of the engineer sound $ the hose have be drop in the cistern $ there be a thump of engine-arms $ a thin jet of muddy water rise against the flame $ and the fire bound up $ lively than ever	The hoarse trumpets of the engineers sounded -- the hose had been dropped in the cisterns -- there was a thumping of engine-arms , a thin jet of muddy water rose against the flame , and the fire bounded up , livelier than ever	20	thump
pluck sing $ accompany with a violent thump of his fist on the table $ $ we have a sister scarcely growne $ for she be such a little one that yet no breaste have she $ what thing shall we now undertake to doe for thys our sister's sake if speak for	Pluck sings , accompanied with a violent thumping of his fists on the table , " We have a sister scarcely growne , For she is such a little one That yet no breaste hath she , What thing shall we now undertake To doe for thys our sister's sake If spoken for	7	thump
why $ you know he be the man $ $ $ man $ $ here break in doctor drummummupp $ at the top of his voice $ and with a thump that come near knock the pulpit about our ear $ $ man that be born of a woman have but a short	why , you know he's the man " -- " Man , " here broke in Doctor Drummummupp , at the top of his voice , and with a thump that came near knocking the pulpit about our ears ; " man that is born of a woman hath but a short	29	thump
the consequence be obvious $ michael's head first take the desk $ then the seat $ and finally the ground $ $ for the house be not floor $ $ with three sonorous thump $ of most doleful portent $	The consequence is obvious -- Michael's head first took the desk , then the seat , and finally the ground , ( for the house was not floored , ) with three sonorous thumps , of most doleful portent .	33	thump
why $ crowder $ you be one of those fellow in every party $ who be allow to make a noise in proportion to their real want of confidence and information $ in the same way as poor bill baffin the stevedore thump and whistle and ply his mallet on the outside of a ship on the stock $	Why , Crowder , you are one of those fellows in every party , who are allowed to make a noise in proportion to their real want of confidence and information ; in the same way as poor Bill Baffin the stevedore thumps and whistles and plies his mallet on the outside of a ship on the stocks ,	42	thump
the rest of the company throng around him in his triumphal progress $ march in unison to the bray of trumpet and the thump of drum $ whose rude music sound strangely	The rest of the company thronged around him in his triumphal progress , marching in unison to the braying of trumpets and the thump of drums , whose rude music sounded strangely	23	thump
$ why $ you know he be the man $ $ $ man $ $ here break in doctor drummummupp $ at the top of his voice $ and with a thump that come	-- why , you know he's the man " -- " Man , " here broke in Doctor Drummummupp , at the top of his voice , and with a thump that came	30	thump
see that i remain motionless $ all my limb be dislocate and my head twist on one side $ $ his apprehension begin to be excite $ and arouse the rest of the passenger $ he communicate $ in a very decide manner $ his opinion that a dead man have be palm upon them during the night for a living and responsible fellow-traveller $ here give me a thump on the right eye $ by way of demonstrate the truth of his suggestion $	Seeing that I remained motionless ( all my limbs were dislocated and my head twisted on one side ) , his apprehensions began to be excited ; and arousing the rest of the passengers , he communicated , in a very decided manner , his opinion that a dead man had been palmed upon them during the night for a living and responsible fellow-traveller ; here giving me a thump on the right eye , by way of demonstrating the truth of his suggestion .	69	thump
another give me a diamond as big as a fist $ and you $ it be a thump of the fist you give me $	Another gives me a diamond as big as a fist , and you , it's a thump of the fist you give me .	16	thump
