sentence_lemma	sentence_token	index_lemma	index_token	lemma
in Berlin sein bekannt $ daß über zusätzlich Warenlieferung d Sowjetunion an d DDR bereits verhandeln werden $ bevor d Angebot Präsident Eisenhower vorliegen $ berichten Walter Sullivan d $ New York Time $ aus d deutsch Hauptstadt $	In Berlin ist bekannt , daß über zusätzliche Warenlieferungen der Sowjetunion an die DDR bereits verhandelt wurde , bevor das Angebot Präsident Eisenhowers vorlag , berichtet Walter Sullivan den „ New York Times " aus der deutschen Hauptstadt .	23	23	vorliegen
sollen eine dringend Wohnbedarf vorliegen $ Entscheidung dazu treffen d Wohnungsamt $ die geschehen spät auf d Grundlage von Festlegung d jeweilig Landesregierung $ $ erhalten d Antragsteller eine Wohnberechtigungsschein mit Dringlichkeit $	Sollte ein dringender Wohnbedarf vorliegen ( Entscheidungen dazu treffen die Wohnungsämter , das geschieht später auf der Grundlage von Festlegungen der jeweiligen Landesregierung ) , erhält der Antragsteller einen Wohnberechtigungsschein mit Dringlichkeit .	4	4	vorliegen
zum 35. Jahrestag d Befreiung vom Hitlerfaschismus werden eine d bewährt Anschauungsmaterial unter d Titel $ d groß Sieg $ vorliegen $	Zum 35. Jahrestag der Befreiung vom Hitlerfaschismus wird eines der bewährten Anschauungsmaterialien unter dem Titel „ Der große Sieg " vorliegen .	20	20	vorliegen
13. sofern gegen d laut Punkt 12. zur Kategorie d sogenannt $ Verbrecher $ d zweit Stufe $ zu zählend Person keine $ Material über ihr persönlich Schuld an Verbrechen vorliegen $ genießen diese Person d gleich politisch und bürgerlich Rechte wie alle übrig Bürger gemäß Purkt 1. d Befehl d ober Chef d sowjetisch Militärverwaltung Nr. 201 vom 16. August 1947 $	13. Sofern gegen die laut Punkt 12. zur Kategorie der sogenannten „ Verbrecher , der zweiten Stufe " zu zählenden Personen kein • Material über ihre persönliche Schuld an Verbrechen vorliegt , genießen diese Personen die gleichen politischen und bürgerlichen Rechte wie alle übrigen Bürger gemäß PuRkt 1. des Befehls des Obersten Chefs der Sowjetischen Militärverwaltung Nr. 201 vom 16. August 1947 .	30	30	vorliegen
um so bedauerlich $ daß hier $ am Block Elisabeth- Christinen-Straße 7 bis 13 $ eine unnötig Auftrag vorliegen $	Um so bedauerlicher , daß hier — am Block Elisabeth- Christinen-Straße 7 bis 13 — ein unnötiger Auftrag vorlag .	18	18	vorliegen
wenn es in Zukunft notwendig sein werden $ eine erst Anwärter auf eine neu Wohnung vom haben aus zurückstellen $ weil in eine ander Wirkungsbereich en eben noch dringend Fail vorliegen $ erfolgen diese Schritt nur nach gründlich Aussprache mit d entsprechend Wohnungskommission $	Wenn es in Zukunft notwendig sein wird , einen ersten Anwärter auf eine neue Wohnung vom Hat aus zurückzustellen , weil in einem anderen Wirkungsbereich en eben noch dringenderer Fail vorliegt , erfolgt dieser Schritt nur nach gründlicher Aussprache mit der entsprechenden Wohnungskommission .	30	30	vorliegen
nachdem nun d erst umfaßend Erfahrung aus d Tätigkeit d VVB vorliegen $ sein d Zeitpunkt heranreifen $ auch d Aufgabe und d Arbeitsweise d örtlich Volksvertretung und ihr Organ unter d Bedingung d neu ökonomisch Svstems d Planung und Leitung d Volkswirtschaft klar zu bestimmen $	Nachdem nun die ersten umfassenden Erfahrungen aus der Tätigkeit der VVB vorliegen , ist der Zeitpunkt herangereift , auch die Aufgaben und die Arbeitsweise der örtlichen Volksvertretungen und ihrer Organe unter den Bedingungen des neuen ökonomischen Svstems der Planung und Leitung der Volkswirtschaft klar zu bestimmen .	11	11	vorliegen
d Erinnerung von Heinz Hofifmann $ die wir vorliegen $ umfassen d erst drei Jahrzehnt seine Leben $	Die Erinnerungen von Heinz Hofifmann , die uns vorliegen , umfassen die ersten drei Jahrzehnte seines Lebens .	8	8	vorliegen
so haben d Behörde d Brd d ghanaisch Musikgruppe $ wiulomei dancers and drummers $ $ die in Kopenhagen £j eine Festival afrikanisch Kultur einladen sein d Durchreise verweigern d Entscheidung sein erfolgen Obtwohl d berühmt afrikanisch Gruppe von dänisch Seite d Versicherung vorliegen $ daß sie an d Grenze oder in Kopenhagen d Einreisevisum für d skandinavisch Land erteilen werden $	So haben die Behörden der BRD der ghanaischen Musikgruppe „ Wiulomei Dancers and Drummers " , die in Kopenhagen £j einem Festival afrikanischer Kultur eingeladen ist die Durchreise verweigert Die Entscheidung sei erfolgt obtwohl der berühmten afrikanischen Gruppe von dänischer Seite die Versicherung vorlag , daß ihr an der Grenze oder in Kopenhagen das Einreisevisum für das skandinavische Land erteilt wird .	43	43	vorliegen
Herr Lemke deuten er darauf an $ daß er die nicht möglich sein $ worauf Onkel Karl seinerseits zurücktelegraphieren $ daß er d Heraufkommen für eine sehr gefährlich Wagnis halten $ in die er sich nur einlassen können $ wenn wirklich etwas außerordentlich wichtig vorliegen $	Herr Lemke deutete ihm darauf an , daß Ihm das nicht möglich sei , worauf Onkel Karl seinerseits zurücktelegraphierte , daß er das Heraufkommen für ein sehr gefährliches Wagnis halte , in das er sich nur einlassen könne , wenn wirklich etwas außerordentlich Wichtiges vorläge .	44	44	vorliegen
d sowjetisch Delegierte Malik erinnern daran $ daß d Aufnahmegesuch einige Staat $ wie Albanien und d mongolisch Volksrepublik $ d UN bereits seit sieben Jahr zur Prüfung vorliegen $	Der sowjetische Delegierte Malik erinnerte daran , daß die Aufnahmegesuche einiger Staaten , wie Albaniens und der Mongolischen Volksrepublik , den UN bereits seit sieben Jahren zur Prüfung vorliegen .	28	28	vorliegen
d Ddr-Regierung haben ihr Haltung in eine Memorandum präzisieren $ die d Delegierte vorliegen $ erklären Doktor Hajek $	Die DDR-Regierung habe ihre Haltung in einem Memorandum präzisiert , das den Delegierten vorliege , erklärte Dr. Hajek .	13	13	vorliegen
und an ihr Aktion teilnehmen $ wo immer nur d Möglichkeit vorliegen $	und an ihren Aktionen teilzunehmen , wo immer nur die Möglichkeit vorliegt .	11	11	vorliegen
d Freie_Demokratische_Partei haben diese Antrag damit begründen $ daß ihr Material über d unhaltbar hygienisch Zustand im Kreis Monschau vorliegen $	Die FDP hatte diesen Antrag damit begründet , daß ihr Material über die unhaltbaren hygienischen Zustände Im Kreis Monschau vorliegt .	19	19	vorliegen
was bisher an Resultat vorliegen $ geben d Gewißheit $ wenn in wenige Woche d Ergebnis d Stafette auf d Festveranstaltung d Betrieb $ Kreis und Bezirk so- wie zentral für d gesamt Republik abrechnen werden $ dann werden es eine hervorragend Bilanz sein $ mit die d Jugend vor d partei- und Staatsführung $ vor unsere Volk treten werden $	Was bisher an Resultaten vorliegt , gibt die Gewißheit : Wenn in wenigen Wochen die Ergebnisse der Stafette auf den Festveranstaltungen der Betriebe , Kreise und Bezirke so- wie zentral für die gesamte Republik abgerechnet werden , dann wird es eine hervorragende Bilanz sein , mit der die Jugend vor die Partei- und Staatsführung , vor unser Volk treten wird .	4	4	vorliegen
jede Aufgabe werden immer wieder als Einzelaufgabe lösen und bearbeiten $ obwohl in d meiste Fall eine Gleichartigkeit vorliegen $	Jede Aufgabe wurde immer wieder als Einzelaufgabe gelöst und bearbeitet . obwohl in den meisten Fällen eine Gleichartigkeit vorlag .	18	18	vorliegen
nach d bisher vorliegen Nden Ergebnis d am Sonntag durchgeführt Wahl für d franzosische Nationalversammlung haben d Kommunistts ehe Partei trotz verschärft Terror sowohl in Paris als auch in d Provinz eine Sieg erringen und d meiste Stimme uf sich vereinigen $	Nach den bisher vorliege nden Ergebnissen der am Sonntag durchgeführten Wahlen für die franzosische Nationalversammlung hat die Kommunistts ehe Partei trotz verschärften Terrors sowohl in Paris als auch in der Provinz einen Sieg errungen und die meisten Stimmen uf sich vereinigt .	3	3	vorliegen
d Runde am Wochenende werden voraussichtlich eine Mammutsitzung $ sagen Gehler $ denn am Montag sollen d Vertragsentwurf in Regierung und Parlament vorliegen $	Die Runde am Wochenende werde voraussichtlich eine Mammutsitzung , sagte Gehler , denn am Montag solle der Vertragsentwurf in Regierung und Parlament vorliegen .	22	22	vorliegen
so sein rein funktionell Störung möglich $ aber auch organisch Veränderung können vorliegen $ die sich auf Grund von Funktioneilen Störung entwickeln haben	So sind rein funktionelle Störungen möglich , aber auch organische Veränderungen können vorliegen , die sich auf Grund von funktioneilen Störungen entwickelt haben	12	12	vorliegen
Tatsache sein demgegenüber $ daß eine groß Teil d Mitglied d Bund deutsch katholisch Jugend nicht hinter diese Erklärung stehen $ und daß keine zustandegekommen Beschluß vorliegen $ die d Bundesführer d Bund deutsch katholisch Jugend ermächtigen haben können $	Tatsache ist demgegenüber , daß ein großer Teil der Mitglieder des Bundes deutscher katholischer Jugend nicht hinter dieser Erklärung steht , und daß kein zustandegekommener Beschluß vorliegt , der den Bundesführer des Bundes deutscher katholischer Jugend ermächtigt haben könnte .	26	26	vorliegen
es werden mitteilen $ daß bisher d Startzusage für d 40. Friedensfahrt von acht Land vorliegen und weit 15 ihr Interesse bekunden haben $	Es wurde mitgeteilt , daß bisher die Startzusagen für die 40. Friedensfahrt von acht Ländern vorliegen und weitere 15 ihr Interesse bekundet haben .	15	15	vorliegen
und weil nun so eine ungewöhnlich Fall vorliegen $ haben sich d Meisterspieler persönlich mit noch eine andere zu ich setzen $ d Karte verteilen und nach eine Weile $ 18 $ sagen $	Und weil nun so ein ungewöhnlicher Fall vorlag , hat sich der Meisterspieler persönlich mit noch einem anderen zu mir gesetzt , die Karten verteilt und nach einer Weile „ 18 " gesagt .	7	7	vorliegen
Chaiyasutr $ gegen d erdrückend Indizium vorliegen $ sein in schwer Verdacht geraten $ nachdem sich bei d Ermittlung u. a. herausstellen haben $ daß er vor d Abflug seine Tochter gleichzeitig bei drei verschieden Gesellschaft für insgesamt 250000 Dollar versichern haben $	Chaiyasutr , gegen den erdrückende Indizien vorliegen , war in schweren Verdacht geraten , nachdem sich bei den Ermittlungen u. a. herausgestellt hatte , daß er vor dem Abflug seine Tochter gleichzeitig bei drei verschiedenen Gesellschaften für insgesamt 250000 Dollar versichert hatte .	6	6	vorliegen
werden feststellen $ daß eigen Verschulden vorliegen $ so treten d eigen Haftpflicht-Versicherung in Kraft $	Wird festgestellt , daß eigenes Verschulden vorliegt , so tritt die eigene Haftpflicht-Versicherung in Kraft .	6	6	vorliegen
obgleich seine Ballett $ Petruschka $ und $ Le Sacre Du Prlntemps $ wegen ihr international Geltung bereits in vielfach Interpretation vorliegen $ beanspruchen d sowjetisch Aufnahme besondere Aufmerksamkeit $	Obgleich seine Ballette „ Petruschka " und „ Le Sacre du Prlntemps " wegen ihrer internationalen Geltung bereits in vielfachen Interpretationen vorliegen , beanspruchen die sowjetischen Aufnahmen besondere Aufmerksamkeit .	21	21	vorliegen
eine breit musikalisch Öffentlichkeit sein J. F. Fasch bisher nur durch sein beliebt Trompetenkonzert in D-Dur $ ca. 1730 $ bekannt $ die bei Eterna bereits in zwei Einspielung vorliegen $	Einer breiten musikalischen Öffentlichkeit ist J. F. Fasch bisher nur durch sein beliebtes Trompetenkonzert in D-Dur ( ca. 1730 ) bekannt , das bei Eterna bereits in zwei Einspielungen vorliegt .	29	29	vorliegen
während in d DDR d demokratisch Verfassung $ die es jemals in Deutschland geben $ im Entwurf vorliegen $ sollen in Westdeutschland Notstandsgesetz verabschieden werden $ die d letzte Rest verfassungsmäßig Grundrecht beseitigen $	Während in der DDR die demokratischste Verfassung , die es jemals in Deutschland gab , im Entwurf vorliegt , sollen in Westdeutschland Notstandsgesetze verabschiedet werden , die die letzten Reste verfassungsmäßiger Grundrechte beseitigen .	17	17	vorliegen
wir wissen $ daß in ihr Land zu diese Thema gut Erfahrung und Ergebnis vorliegen $ deshalb sein wir nach Berlin kommen $	Wir wußten , daß in Ihrem Land zu diesem Thema gute Erfahrungen und Ergebnisse vorliegen , deshalb sind wir nach Berlin gekommen .	14	14	vorliegen
Peene und Teterow werden spät anpacken $ wenn mehr Erfahrung vorliegen und d Meliorationstechnik und -technologie wachsen sein $	Peene und Teterow werden später angepackt , wenn mehr Erfahrungen vorliegen und die Meliorationstechnik und -technologie gewachsen sind .	10	10	vorliegen
erwähnen in diese werden müssen Zusammenhang $ daß eine neu Katalog mit zehn reihenhaus- $ sechs doppelhaus- $ zwölf einzelhaus- und sieben Fertighaus- Variante erarbeiten werden und nun vorliegen $	Erwähnt in diesem werden muß Zusammenhang , daß ein neuer Katalog mit zehn Reihenhaus- , sechs Doppelhaus- , zwölf Einzelhaus- und sieben Fertighaus- Varianten erarbeitet wurde und nun vorliegt .	28	28	vorliegen
auch d diese Anliegen dienend speziell Börse müssen in ihr Wirksamkeit unterschiedlich beurteilen werden $ da teilweise Dokumentation nicht vorliegen bzw. keine juristisch Bevollmächtigte für Nachnutzungshandlung anwesend sein $	Auch die diesem Anliegen dienenden speziellen Börsen müssen in ihrer Wirksamkeit unterschiedlich beurteilt werden , da teilweise Dokumentationen nicht vorlagen bzw. keine juristisch Bevollmächtigten für Nachnutzungshandlungen anwesend waren .	19	19	vorliegen
und die $ obwohl gegenwärtig bereits Erfahrung aus Tausend Landwirtschaftsbetrieb vorliegen $ d Kooperationsbeziehung in d feld- bzw. Viehwirtschaft aufnehmen haben und die für sich sprechen $	Und das , obwohl gegenwärtig bereits Erfahrungen aus Tausenden Landwirtschaftsbetrieben vorliegen ; die Kooperationsbeziehungen in der Feld- bzw. Viehwirtschaft aufgenommen haben Und die für sich sprechen .	10	10	vorliegen
Hermann Gautier $ $ wir haben diese Frage ganz konkret anschneiden $ weil ja eine Protest d DDR bei d Bundesregierung vorliegen gegen d von d Bundesregierung bestätigen Lagerung von biologisch und chemisch Waffe auf d Territorium d Bundesrepublik $	Hermann Gautier : „ Wir haben diese Frage ganz konkret angeschnitten , weil ja ein Protest der DDR bei der Bundesregierung vorliegt gegen die von der Bundesregierung bestätigte Lagerung von biologischen und chemischen Waffen auf dem Territorium der Bundesrepublik .	21	21	vorliegen
sprechen $ entdecken wir mehr $ und so vermessen die klingen mögen angesichts d Tatsache $ daß zur Stunde erst Konzeption $ Regieidee $ Problemspiegel $ Faktummaterial und erst Niederschrift vorliegen $ begreifen wir wieder etwas mehr von d Größe d Aufgabe $ die uns d siebziger Jahr bereits zu stellen beginnen haben $	sprächen , entdeckten wir mehr , Und so vermessen das klingen mag angesichts der Tatsache , daß zur Stunde erst Konzeption , Regieidee , Problemspiegel , Faktenmaterial und erste Niederschriften vorliegen , begriffen wir wieder etwas mehr von der Größe der Aufgaben , die uns die siebziger Jahre bereits zu stellen begonnen haben .	30	30	vorliegen
obwohl d endgültig Ergebnis von d Entscheidung d rund 900000 abstimmungsberechtigt Gewerkschafter erst Sonnabend vorliegen sollen $ werden von Sprecher d ÖTV und Dag schon im Lauf d gestrig Tag d über $ Zeuaung äußern $ daß sich weit mehr als d erforderlich 75 Prozent ihr stimmeberechtigt Mitglied für Kampfmaßnahme aussprechen werden $	Obwohl die endgültigen Ergebnisse von der Entscheidung der rund 900000 abstimmungsberechtigten Gewerkschafter erst Sonnabend vorliegen sollen , wurde von Sprechern der ÖTV und DAG schon im Laufe des gestrigen Tages die Über . zeuaung geäußert , daß sich weit mehr als die erforderlichen 75 Prozent ihrer stimmberechtigten Mitglieder für Kampfmaßnahmen aussprechen werden .	14	14	vorliegen
$ eine Ursache können begrifflich nur geben sein $ wenn eine Folge vorliegen $ da sie ihr Wesen nach erst mit d Folge entstehen $	„ Eine Ursache kann begrifflich nur gegeben sein , wenn eine Folge vorliegt , da sie ihrem Wesen nach erst mit der Folge entsteht .	12	12	vorliegen
ohne Zweifel werden jetzt unsere Konstrukteur $ nachdem eine brauchbar Vorschlag vorliegen $ d Diskussion über diese Frage eröffnen $	Ohne Zweifel werden jetzt unsere Konstrukteure , nachdem ein brauchbarer Vorschlag vorliegt , die Diskussion über diese Frage eröffnen .	11	11	vorliegen
richten $ daß mehr als 6000 Verpflichtung von Frau für d kommend Frühjahrsarbeit in d Landwirtschaft im Bezirk bereits vorliegen $	richtete , daß mehr als 6000 Verpflichtungen von Frauen für die kommenden Frühjahrsarbeiten in der Landwirtschaft im Bezirk bereits vorliegen .	19	19	vorliegen
$ was haben sie sich bei diese Wort gedenken $ $ fragen d Richter d Zeugein $ um feststellen $ ob eine Beleiciiaunc vorliegen $	„ was haben Sie sich bei diesen Worten gedacht ? " fragte der Richter die Zeugin , um festzustellen , ob eine Beleiciiaunc vorlag .	23	23	vorliegen
nachdem d Antwort d Sowjetregierung vorliegen $ erwarten d deutsch Volk eine klar Stellungnahme d Bonner Regierung und d Abgeordnete d Bonner Bundesparlament $ denn d Regierung d deutsch demokratisch Republik haben bekanntlich ihr Schreiben an d vier Großmacht zugleich an d Bonner Regierung senden $ mit d Ersuchen diese d Wunsch und Interesse d deutsch Volk entsprechend Vorschlag beitreten $	Nachdem die Antwort der Sowjetregierung vorliegt , erwartet das deutsche Volk eine klare Stellungnahme der Bonner Regierung und der Abgeordneten des Bonner Bundesparlaments , denn die Regierung der Deutschen Demokratischen Republik hatte bekanntlich ihr Schreiben an die vier Großmächte zugleich an die Bonner Regierung gesandt , mit dem Ersuchen diesen den Wünschen und Interessen des deutschen Volkes entsprechenden Vorschlägen beizutreten .	5	5	vorliegen
eine weit Schritt werden mit d Veränderung d Ausbildung von Jurist tun $ wofür seit Juni eine bestätigt Konzeption vorliegen gleichzeitig bereiten d wissenschaftlich Beirat d Weiterentwicklung d Ausbildung in Mathematik $ Medizin $ d natur- und Gesellschaftswissenschaft vor $	Ein weiterer Schritt wird mit der Veränderung der Ausbildung von Juristen getan , wofür seit Juni eine bestätigte Konzeption vorliegt Gleichzeitig bereiten die wissenschaftlichen Beiräte die Weiterentwicklung der Ausbildung in Mathematik , Medizin , den Natur- und Gesellschaftswissenschaften vor .	19	19	vorliegen
auch d Gewerkschafter Friedrich Frank $ IG Metall $ unterstreichen in seine Diskussionsbeitrag $ daß d bis jetzt vorliegend Erfahrung im Automationsprozeß beweisen $ $ daß auch schon Bestrebung im Gang sein $ d Kosten d Automation wieder d Arbeitnehmer aufbürden $ $ $ von d Arbeitgeber werden die abtuen mit d Bemerkung $ daß an d Arbeitsplatz $ die von d Automation betreffen werden $ ja keine persönlich Mehrleistung mehr vorliegen $	Auch der Gewerkschafter Friedrich Frank ( IG Metall ) unterstrich in seinem Diskussionsbeitrag , daß die bis jetzt vorliegenden Erfahrungen im Automationsprozeß beweisen , „ daß auch schon Bestrebungen im Gange sind , die Kosten der Automation wieder den Arbeitnehmern aufzubürden . . . Von den Arbeitgebern wird das abgetan mit der Bemerkung , daß an den Arbeitsplätzen , die von der Automation betroffen werden , ja keine persönliche Mehrleistung mehr vorliegt .	71	18	vorliegen
in eine Brief $ an d Zeitung $ Guardian_Media_Group $ $ d Montag veröffentlichen werden $ bedauern Ennals $ daß Vertreter d deutsch Liga für d vereint Nation auf Grund diese Praxis nicht an eine Konferenz d britisch Vereinigung teilnehmen können $ obwohl Visum für ihr Besuch in Großbritannien vorliegen $	In einem Brief - an die Zeitung „ Guardian ' , der Montag veröffentlicht wurde , bedauert Ennals . daß Vertreter der Deutschen Liga für die Vereinten Nationen auf Grund dieser Praxis nicht an einer Konferenz der britischen Vereinigung teilnehmen konnten , obwohl Visa für ihren Besuch in Großbritannien vorlagen .	49	49	vorliegen
je mehr Information vorliegen $ desto geneigt sein man $ d Handlungsweise d Behörde in diese Fall in Frage zu setzen $	Je mehr Informationen vorliegen , desto geneigter ist man , die Handlungsweise der Behörden in diesem Fall in Frage zu setzen .	3	3	vorliegen
$ mit d Gesetz $ die sie heute vorliegen $ $ so sagen Otto Grotewohl in seine bedeutsam Rede $ $ sollen nun eine entscheidend Schritt geschehen $ um d	„ Mit dem Gesetz , das Ihnen heute vorliegt " , so sagte Otto Grotewohl in seiner bedeutsamen Rede , „ soll nun ein entscheidender Schritt geschehen , um dem	8	8	vorliegen
