sentence_lemma	sentence_token	index_lemma	index_token	lemma
in Klettwitz sein es gar zehn Kubikmeter Wasser pro Tonne Kohle $	In Klettwitz sind es gar zehn Kubikmeter Wasser pro Tonne Kohle .	6	6	Kubikmeter
seit Freitagmorgen geben d Eder-Talsperre 150 Kubikmeter Wasser pro Sekunde ab $	Seit Freitagmorgen gibt die Eder-Talsperre 150 Kubikmeter Wasser pro Sekunde ab .	6	6	Kubikmeter
0 nach d 1974 erfolgt Beendigung d erst Umstellaktion in d Metallurgie werden durch d einsat z von Erdgas nicht mehr in Anspruch nehmen $ 490000 Tonne Braunk Ohlenbriketts $ etwa 395000 Tonne Heizöl. 55 000 T Rohbrcunkohle und etwa 245 Million Kubikmeter Stadtaas $	0 Nach der 1974 erfolgten Beendigung der ersten Umstellaktion in der Metallurgie werden durch den Einsat z von Erdgas nicht mehr in Anspruch genommen : 490000 Tonnen Braunk ohlenbriketts . etwa 395000 Tonnen Heizöl. 55 000 t Rohbrcunkohle und etwa 245 Millionen Kubikmeter Stadtaas .	42	42	Kubikmeter
eine integriert Programm von wald- und Grasanpflanzung $ Bewässerungsmaßnahme und ander Arbeit sollen verhindern $ daß alljährlich Milliarde Kubikmeter fruchtbar Lößboden in d Fluß und ins Meer spülen werden $ wodurch d Landwirtschaft erheblich Schaden entstehen so- wie See und Flußlauf verschlammen $	Ein integriertes Programm von Wald- und Grasanpflanzungen , Bewässerungsmaßnahmen und anderen Arbeiten soll verhindern , daß alljährlich Milliarden Kubikmeter fruchtbaren Lößbodens in die Flüsse und ins Meer gespült werden , wodurch der Landwirtschaft erhebliche Schäden entstehen so- wie Seen und Flußläufe verschlammen .	18	18	Kubikmeter
bei Anwendung diese Ladegerät in zwei Schiente betragen d Produktivität 60 Kubikmeter in d Stunde $	Bei Anwendung dieses Ladegerätes in zwei Schienten beträgt die Produktivität 60 Kubikmeter in der Stunde .	11	11	Kubikmeter
zugleich müssen d Tageskapazität d Wasserwerk betrachtlich erhöhen werden $ um etwa 300000 Kubikmeter seit 1972 $	Zugleich mußte die Tageskapazität der Wasserwerke betrachtlich erhöht werden , um etwa 300000 Kubikmeter seit 1972 .	13	13	Kubikmeter
im einzeln werden u. a. folgend Produktionszahl für d Quartal nennen $ 229 Milliarde Kilowattstunde Elektroenergie $ 95,6 Million Tonne Erdöl $ 57,3 Milliarde Kubikmeter Erdgas $ 166 Million Tonne Kohle $ 22,8 Million Tonne Roheisen $	Im einzelnen wurden u. a. folgende Produktionszahlen für das Quartal genannt : 229 Milliarden Kilowattstunden Elektroenergie ; 95,6 Millionen Tonnen Erdöl ; 57,3 Milliarden Kubikmeter Erdgas ; 166 Millionen Tonnen Kohle ; 22,8 Millionen Tonnen Roheisen :	24	24	Kubikmeter
d Schwellenwert entsprechend d Smogverordnung liegen bei 0,6 Milligramm pro Kubikmeter $	Der Schwellenwert entsprechend der Smogverordnung liegt bei 0,6 Milligramm pro Kubikmeter .	10	10	Kubikmeter
$ es gelten $ 25 Million Kubikmeter Schutt zu beseitigen $	„ Es galt , 25 Millionen Kubikmeter Schutt zu beseitigen .	6	6	Kubikmeter
Spanien können dann jährlich drei bis fünf Milliarde Kubikmeter und Portugal eine Milliarde Kubikmeter algerisch Erdgas abnehmen $	Spanien kann dann jährlich drei bis fünf Milliarden Kubikmeter und Portugal eine Milliarde Kubikmeter algerischen Erdgases abnehmen .	8	8	Kubikmeter
d Stausee werden 2,1 Milliarde Kubikmeter Wasser fassen und sowohl d Schutz d Ackerland am Unterlauf d Fluß als auch d Bewässerung von 200000 Hektar Boden dienen $	Der Stausee wird 2,1 Milliarden Kubikmeter Wasser fassen und sowohl dem Schutz des Ackerlandes am Unterlauf des Flusses als auch der Bewässerung von 200000 Hektar Boden dienen .	5	5	Kubikmeter
d Holzvorrat d 251000 Quadratkilometer diese Gebiet werden mit 2 Milliarde Kubikmeter angeben $	Die Holzvorräte der 251000 Quadratkilometer dieses Gebietes werden mit 2 Milliarden Kubikmeter angegeben .	11	11	Kubikmeter
dazu brauchen man in d Großkraftwerk bis zu 70000 Kubikmeter Wasser in d Stunde $ die bei diese Vorgang auf rund 30 Grad erwärmen werden $ um in d Kühlturm $ d Wahrzeichen d Kraftwerk $ wieder abkühlen zu werden $	Dazu braucht man in den Großkraftwerken bis zu 70000 Kubikmeter Wasser in der Stunde , die bei diesem Vorgang auf rund 30 Grad erwärmt werden , um in den Kühltürmen , dem Wahrzeichen der Kraftwerke , wieder abgekühlt zu werden .	9	9	Kubikmeter
eine Leistungssteigerung um 8 000 Kubikmeter täglich sollen mit nur fünfzig Prozent d Investition erreichen werden $ die für eine neu Wasserwerk diese Größenordnung erforderlich sein $	Eine Leistungssteigerung um 8 000 Kubikmeter täglich soll mit nur fünfzig Prozent der Investitionen erreicht werden , die für ein neues Wasserwerk dieser Größenordnung erforderlich wären .	5	5	Kubikmeter
Jahr für Jahr liefern d Werk 32 Million Quadratmeter Holzfaserplatte $ 250000 Kubikmeter Furnierholz $ 200000 Tonne Cordzellulose $ 280000 Tonne Karton und 450000 Tonne Papier $	Jahr für Jahr liefere das Werk 32 Millionen Quadratmeter Holzfaserplatten , 250000 Kubikmeter Furnierholz , 200000 Tonnen Cordzellulose , 280000 Tonnen Karton und 450000 Tonnen Papier .	12	12	Kubikmeter
bei eine Berechnung von 65 DM pro Kubikmeter umbauen Raum ergeben sich eine Einsparung von rund $ 360000 DM $	Bei einer Berechnung von 65 DM pro Kubikmeter umbauten Raum ergibt sich eine Einsparung von rund ' 360000 DM .	7	7	Kubikmeter
d aus flüssig Hochofenschlacke in eine Dusenschäumverfahren gewinnen Sekundärrohstoff Hüttenbims werden im EKO zu hochwertig Material für d Zementindustrie $ d Bauwesen und d Bevölkerunfisbedarf aufbereiten 700000 Kubikmeter Hüttenbims in Pulverform $	Der aus flüssiger Hochofenschlacke in einem Dusenschäumverfahren gewonnene Sekundärrohstoff Hüttenbims wird im EKO zu hochwertigem Material für die Zementindustrie , das Bauwesen und den Bevölkerunfisbedarf aufbereitet 700000 Kubikmeter Hüttenbims in Pulverform .	27	27	Kubikmeter
Apollo haben mit d Kopplungssystem eine Gesamtlänge von 13 Meter $ d Wohnzelle d drei Besatzungsmitglied sein 9,8 Kubikmeter groß $ 20 Pf $ Aufl. 6 Mill. $ $	Apollo hatte mit dem Kopplungssystem eine Gesamtlänge von 13 Metern , die Wohnzelle der drei Besatzungsmitglieder war 9,8 Kubikmeter groß ( 20 Pf , Aufl. 6 Mill. ) .	18	18	Kubikmeter
hinter d Vorstau haben sich d See d Talsperre Gottleuba bereits füllen $ die künftig 13,2 Million Kubikmeter Trinkwasser speichern werden Foto $ nd/eckstein	Hinter dem Vorstau hat sich der See der Talsperre Gottleuba bereits gefüllt , die künftig 13,2 Millionen Kubikmeter Trinkwasser speichern wird Foto : ND/Eckstein	17	17	Kubikmeter
eine lsorozenttge Strompreiserhöhung $ eine Erhöhung d Wassertarif um fünf und d Gasbezugspreis um zwei Pfennig je Kubikmeter haben d Regensburger Stadtrat beschließen $	Eine lSorozenttge Strompreiserhöhung , eine Erhöhung der Wassertarife um fünf und der Gasbezugspreise um zwei Pfennig je Kubikmeter hat der Regensburger Stadtrat beschlossen .	17	17	Kubikmeter
sie werden auch anwenden bei d weit Arbeit $ für die normalerweise Einlohn von 1,71 DM pro Kubikmeter vorsehen sein $	Sie wurde auch angewandt bei den weiteren Arbeiten , für die normalerweise einLohn von 1,71 DM pro Kubikmeter vorgesehen ist .	17	17	Kubikmeter
dahinter stauen sich 20 Million Kubikmeter Wasser $ Trinkwasser für d thüringer Bekken bis nach Jena und Mühlhausen hinab $	Dahinter stauen sich 20 Millionen Kubikmeter Wasser , Trinkwasser für das Thüringer Bekken bis nach Jena und Mühlhausen hinab .	5	5	Kubikmeter
42000 Kubikmeter Erde werden von sie zur Befestigung d Deich transportieren $	42000 Kubikmeter Erde wurden von Ihnen zur Befestigung der Deiche transportiert .	1	1	Kubikmeter
d Produktion bei Erdöl sollen 370 Million Tonne $ bei Erdgas über 210 Milliarde Kubikmeter und bei Elektroenergie etwa 800 Milliarde Kilowattstunde betragen $	Die Produktion bei Erdöl soll 370 Millionen Tonnen , bei Erdgas über 210 Milliarden Kubikmeter und bei Elektroenergie etwa 800 Milliarden Kilowattstunden betragen .	14	14	Kubikmeter
da fragen man sich $ wie nun schon seit Jahr Tausend Kubikmeter wertvo er Furnierhäcksel ungenutzt vergammeln können wie im VEB Holzveredelung Karlshorst $ die aus eigen Kraft nicht in d Lage sein $ diese Zustand zu ändern $	Da fragt man sich , wie nun schon seit Jahren Tausende Kubikmeter wertvo er Furnierhäcksel ungenutzt vergammeln können wie im VEB Holzveredelung Karlshorst , der aus eigener Kraft nicht in der Lage ist , diesen Zustand zu ändern .	11	11	Kubikmeter
d Überleitungssperre bei Königshütte haben eine Länge von 130 Meter und werden aus 16000 Kubikmeter Beton errichten $	Die Überleitungssperre bei Königshütte hat eine Länge von 130 Metern und wurde aus 16000 Kubikmeter Beton errichtet .	14	14	Kubikmeter
sie stellen 438000 Tonne Brikett und 201 Million Kubikmeter Stadtgas über d Plan bereit	Sie stellten 438000 Tonnen Briketts und 201 Millionen Kubikmeter Stadtgas über den Plan bereit	8	8	Kubikmeter
eine weit Mehrbelastung d Bewohner von Okriftel treten durch Erhöhung d Wasserpreis um fünf Pfennig je Kubikmeter ein $	Eine weitere Mehrbelastung der Bewohner von Okriftel tritt durch Erhöhung des Wasserpreises um fünf Pfennig je Kubikmeter ein .	16	16	Kubikmeter
Immanuelkirchstrabe $ rund 25 Kubikmeter Schutt liegen auf d Gehweg $ absperren durch leer Teerfaß $ eine alt zerbeult Koffer und eine Sesselruine $	ImmanuelkirchstraBe : Rund 25 Kubikmeter Schutt liegen auf dem Gehweg , abgesperrt durch leere Teerfässer , einen alten zerbeulten Koffer und eine Sesselruine .	4	4	Kubikmeter
auf diese Weise sparen er pro Schiff 5,6 Kubikmeter wertvoll Holz und bringen d Werft eine Jahresnutzen von 16515 DM $	Auf diese Weise spart er pro Schiff 5,6 Kubikmeter wertvolles Holz und bringt der Werft einen Jahresnutzen von 16515 DM .	8	8	Kubikmeter
ihr wichtig Einrichtung $ sein drei Machtige $ jeweils 1200 Kubikmeter faßend Rezirkulatoren $ in d Grundwasser gelangen $	Ihre wichtigsten Einrichtungen . sind drei machtige , jeweils 1200 Kubikmeter fassende Rezirkulatoren , in die Grundwasser gelangt .	10	10	Kubikmeter
d Stausee d Nurek-Wasserkraftwerkes $ die zur Schneeschmelze im Pamir pro Sekunde 5000 Kubikmeter Wasser zuströmen $ speisen erstmals mit 600 Million Kubikmeter d Baumwollplantaeen Tadshikistans $ Usbekistan und Turkmenien $	Der Stausee des Nurek-Wasserkraftwerkes , dem zur Schneeschmelze im Pamir pro Sekunde 5000 Kubikmeter Wasser zuströmt , speiste erstmals mit 600 Millionen Kubikmetern die Baumwollplantaeen Tadshikistans , Usbekistans und Turkmeniens .	13	13	Kubikmeter
während vorher nur 1800 Kubikmeter Gas täglich an d Verbraucher abgeben werden können $ sein es jetzt 3000 Kubikmeter $	Während vorher nur 1800 Kubikmeter Gas täglich an die Verbraucher abgegeben werden konnten , sind es jetzt 3000 Kubikmeter .	4	4	Kubikmeter
bis zum Beginn d Badesaison am 15. Mai werden auch d 110 Meter lange und 30 Meter breit se * mit 6000 Kubikmeter Wasser frisch auffüllen	Bis zum Beginn der Badesaison am 15. Mai wird auch der 110 Meter lange und 30 Meter breite Se * mit 6000 Kubikmeter Wasser frisch aufgefüllt	22	22	Kubikmeter
d Schwellenwert sein entsprechend d Smoeverordnung 0,6 Milligramm pro Kubikmeter $	Der Schwellenwert ist entsprechend der Smoeverordnung 0,6 Milligramm pro Kubikmeter .	9	9	Kubikmeter
in d Berg d Nachitschewan Iin d Aserbaidshanischen SSR List d 150 Million Kubikmeter faßend Arpatschajsker Stausee entstehen $	In den Bergen des Nachitschewan iin der Aserbaidshanischen SSR list der 150 Millionen Kubikmeter fassende Arpatschajsker Stausee entstanden .	13	13	Kubikmeter
so werden unter ander bei Uhyst $ Kreis Hoyerswerda $ eine unterspült Flußwehr und eine gefährdet Straßenbrücke über d Spree durch d Aufschüttung von rund 1000 Kubikmeter Schotter sichern und d Verkehr aufrechterhalten $	So wurden unter anderem bei Uhyst , Kreis Hoyerswerda , ein unterspültes Flußwehr und eine gefährdete Straßenbrücke über die Spree durch die Aufschüttung von rund 1000 Kubikmeter Schotter gesichert und der Verkehr aufrechterhalten .	26	26	Kubikmeter
d in d Leningrader Produktionsvereinigung $ Newski Sawod $ in Serie hergestellt Anlage können innerhalb von 24 Stunde bis zu 46 Million Kubikmeter Erdgas pumpen $	Die in der Leningrader Produktionsvereinigung „ Newski Sawod " in Serie hergestellten Anlagen können innerhalb von 24 Stunden bis zu 46 Millionen Kubikmeter Erdgas pumpen .	22	22	Kubikmeter
d Stausee im Sauerland haben in d letzte Tag eine Höchststand erreichen d 12 Million Kubikmeter Wasser faßend Ennepe-Talsperre und d eine halb Million Kubikmeter faßend heilenbecker Talsperre laufen bereits über $	Die Stauseen im Sauerland haben in den letzten Tagen einen Höchststand erreicht Die 12 Millionen Kubikmeter Wasser fassende Ennepe-Talsperre und die eine halbe Million Kubikmeter fassende Heilenbecker Talsperre laufen bereits über .	15	15	Kubikmeter
für d Kleingärtner liefern d VEG 170000 Jungpflanze $ 18000 Pappelholz mit Pilzbrut und über 2600 Kubikmeter Spezialerde $	Für die Kleingärtner lieferte das VEG 170000 Jungpflanzen , 18000 Pappelhölzer mit Pilzbrut und über 2600 Kubikmeter Spezialerde .	16	16	Kubikmeter
als in d Mittagsstunde d 19. Juli d Absperrung eine in 1224 Meter Höhe gelegen Stausee gebrechen sein $ stürzen innerhalb von 20 Sekunde 250000 Kubikmeter Wasser ins Tal und reissen zahlreich Wohnhaus und Hotel mit sich $	Als in der Mittagsstunde des 19. Juli die Absperrung eines in 1224 Meter Höhe gelegenen Stausees gebrochen war , stürzten innerhalb von 20 Sekunden 250000 Kubikmeter Wasser ins Tal und rissen zahlreiche Wohnhäuser und Hotels mit sich .	25	25	Kubikmeter
hier strömen täglich 28 Million Kubikmeter Wasser ins Meer $	Hier strömen täglich 28 Millionen Kubikmeter Wasser ins Meer .	5	5	Kubikmeter
d Hauptpumpstation heben in d Sekunde 530 Kubikmeter Wasser auf eine Höhe von 24 Meter $	Die Hauptpumpstation hebt in der Sekunde 530 Kubikmeter Wasser auf eine Höhe von 24 Metern .	7	7	Kubikmeter
$ durch sie steigen d Produkt Tivität je .produktionsarbeiter von 29,40 $ Kubikmeter pro Stunde im ii. Quartal auf 35,09 Kubikmeter im iii. Quartal $	. Durch sie stieg die Produkt tivität je .Produktionsarbeiter von 29,40 •• Kubikmeter pro Stunde im II. Quartal auf 35,09 Kubikmeter im III. Quartal .	12	12	Kubikmeter
24-Stunden-Mittelwert d luft- Belastung mit Schwefeldioxid $ in Milligramm pro Kubikmeter $ $ herausgeben am 7. 12. 80 $ 15 Uhr $ Mitte 0,11 $	24-Stunden-Mittelwert der Luft- Belastung mit Schwefeldioxid ( in Milligramm pro Kubikmeter ) , herausgegeben am 7. 12. 80 , 15 Uhr : Mitte 0,11 :	10	10	Kubikmeter
beim Bau d Tunnel müssen insgesamt 18000 Kubikmeter Gestein sprengen werden $	Beim Bau des Tunnels müssen insgesamt 18000 Kubikmeter Gestein gesprengt werden .	7	7	Kubikmeter
24-Stunden-Mittelwert d Luftbelastung mit Schwefeldioxid $ in Milligramm pro Kubikmeter $ $ herausgeben am 15. Oktober $ 15 Uhr $ Mitte 0,12 $ Prenzlauer Berg 0,10 $ Friedrichshain 0,11 $ Marzahn 0,05 $ Köpenick 0,04 $ $ Schwellenwert 0,6 $ $	24-Stunden-Mittelwert der Luftbelastung mit Schwefeldioxid ( in Milligramm pro Kubikmeter ) , herausgegeben am 15. Oktober , 15 Uhr : Mitte 0,12 ; Prenzlauer Berg 0,10 ; Friedrichshain 0,11 ; Marzahn 0,05 ; Köpenick 0,04 . ( Schwellenwert 0,6 ) .	9	9	Kubikmeter
etwa 22000 Kubikmeter Beton werden für d Bau Benotigt $	Etwa 22000 Kubikmeter Beton werden für den Bau benotigt .	2	2	Kubikmeter
vor d Krieg haben d groß polnisch Hochofen eine Volumen von 400 Kubikmeter $ heute arbeiten im $ Lenin $ -kombinat eine Hochofen mit 2000 Kubikmeter $ und d Hochofenabteilung d Kombinat sein eine d modern in Europa $	Vor dem Kriege hatte der größte polnische Hochofen ein Volumen von 400 Kubikmetern , heute arbeitet im „ Lenin " -Kombinat ein Hochofen mit 2000 Kubikmetern ; und die Hochofenabteilung des Kombinats ist eine der modernsten in Europa .	12	12	Kubikmeter
er beschließen $ täglich zwei Kubikmeter Kohle mehr auf d Grundlage technisch begründet Arbeitsnorm zu fördern $ seine Aufruf folgen bisher 29 Häuer aus seine Abteilung $	Er beschloß , täglich zwei Kubikmeter Kohle mehr auf der Grundlage technisch begründeter Arbeitsnormen zu fördern . Seinem Aufruf folgten bisher 29 Häuer aus seiner Abteilung .	5	5	Kubikmeter
24-Stunden-Mittelwert d Luftbelastung mit Schwefeldioxid $ in Milligramm pro Kubikmeter $ $ herausgeben am 12. 6. 90 $ 15 Uhr $ Mitte 0,02 $ Prenzlauer Berg 0,02 $ Friedrichshain 0,02 $ Marzahn 0,02 $ Köpenick 0,02 $ $ Schwellenwert 0,6 $ $	24-Stunden-Mittelwert der Luftbelastung mit Schwefeldioxid ( in Milligramm pro Kubikmeter ) , herausgegeben am 12. 6. 90 , 15 Uhr : Mitte 0,02 ; Prenzlauer Berg 0,02 ; Friedrichshain 0,02 ; Marzahn 0,02 ; Köpenick 0,02 . ( Schwellenwert 0,6 ) .	9	9	Kubikmeter
etwa 40 Milliarde Tonne 60prozentigen Eisenerz sein d Ausgangspunkt d Kursker Komplex $ 1,8 Billion Kubikmeter Erdgas bestimmen d Profil $ d Orenburger $	Etwa 40 Milliarden Tonnen 60prozentigen Eisenerzes sind der Ausgangspunkt des Kursker Komplexes , 1,8 Billionen Kubikmeter Erdgas bestimmen das Profil , des Orenburger .	15	15	Kubikmeter
d etwa 900 kommunal Klärwerk $ die zur Zeit täglich 4,1 Million Kubikmeter Abwasser reinigen $ sollen in diese Jahr ihr Tageskapazität um 42 500. Kubikmeter erhöhen $	Die etwa 900 kommunalen Klärwerke , die zur Zeit täglich 4,1 Millionen Kubikmeter Abwasser reinigen , sollen in diesem Jahr ihre Tageskapazität um 42 500. Kubikmeter erhöhen .	12	12	Kubikmeter
von dort aus werden voraussichtlich ab Dienstag d Wasser durch $ zwei je 360 Meter lang Rohrleitung in d 1,8 Million Kubikmeter faßend Oberbecken pumpen $ damit d Energieaggregat d Pumpspeicherwerk erproben werden können $	Von dort aus wird voraussichtlich ab Dienstag das Wasser durch . zwei je 360 Meter lange Rohrleitungen in das 1,8 Millionen Kubikmeter fassende Oberbecken gepumpt , damit die Energieaggregate des Pumpspeicherwerks erprobt werden können .	21	21	Kubikmeter
$ unsere Haus haben 750 Kubikmeter Wasserverbrauch $ während d Nebenhaus $ die ebenso viel Wohnung und Mieter haben $ nur 500 Kubikmeter verbrauchen haben $	„ Unser Haus hat 750 Kubikmeter Wasserverbrauch , während das Nebenhaus , das ebenso viel Wohnungen und Mieter hat , nur 500 Kubikmeter verbraucht hat .	5	5	Kubikmeter
in d nächst Jahr werden es bis zu acht Kubikmeter sein $	In den nächsten Jahren werden es bis zu acht Kubikmeter sein .	9	9	Kubikmeter
abtransportieren werden $ 51250 ganz Stein $ und 1978 Kubikmeter Schutt $	Abtransportiert wurden ' 51250 ganze Steine - und 1978 Kubikmeter Schutt .	9	9	Kubikmeter
insgesamt sollen 1947 zwei Million Kubikmeter Seeschlick beseitigen werden $	Insgesamt sollen 1947 zwei Millionen Kubikmeter Seeschlick beseitigt werden .	5	5	Kubikmeter
156000 Kubikmeter Holz haben d Beschäftigte d tegrinsker Holzwirtschaftsbetrieb im Gebiet Archangelsk seit Jahresbeginn schlagen und zum Sögewerk transportieren $	156000 Kubikmeter Holz haben die Beschäftigten des Tegrinsker Holzwirtschaftsbetriebes im Gebiet Archangelsk seit Jahresbeginn geschlagen und zum Sögewerk transportiert .	1	1	Kubikmeter
Brasse und zwei weit Mitangeklagte $ d 48-Jahrig Hans k r ö 1 1 n g und d 21-Jahrig Alfred Funder $ werden außerdem beschuldigen $ 20 Tonne Kartoffel und 70 Kubikmeter Holz in d Umgebung von Rheinsberg und Werneuchen aufkaufen und unter Ausnutzung d Schwindelkurs	Brasse und zwei weitere Mitangeklagte , der 48jährige Hans K r ö 1 1 n g und der 21jährige Alfred Funder , werden außerdem beschuldigt , 20 Tonnen Kartoffeln und 70 Kubikmeter Holz in der Umgebung von Rheinsberg und Werneuchen aufgekauft und unter Ausnutzung des Schwindelkurses	31	31	Kubikmeter
d Abraumzugbetrieb bleiben um rund 2000 Kubikmeter unter d Vorgabe $	Der Abraumzugbetrieb blieb um runde 2000 Kubikmeter unter der Vorgabe .	6	6	Kubikmeter
mit modern .verfahren werden i d verfügbar Dargebot an grund- und Oberflächenwasser zusätzlich um 21 Million Kubikmeter steigern d Eigenleistung zum schnell Aufbau d Rationalisierungsmittelproduktion $ zur Werterhaltung und Instandhaltung sowie in d bau- und Montageproduktion werden Welter erhöhen $	Mit modernen .Verfahren wird i das verfügbare Dargebot an Grund- und Oberflächenwasser zusätzlich um 21 Millionen Kubikmeter gesteigert Die Eigenleistungen zum schnellen Aufbau der Rationalisierungsmittelproduktion , zur Werterhaltung und Instandhaltung sowie in der Bau- und Montageproduktion werden welter erhöht .	16	16	Kubikmeter
d Baggerschiff bewegen nach eine modern Verschlammungsverfahren täglich 600 bis 700 Kubikmeter Erdreich $	Die Baggerschiffe bewegen nach einem modernen Verschlammungsverfahren täglich 600 bis 700 Kubikmeter Erdreich .	11	11	Kubikmeter
auf Grund eine 20jährlgen Vertrag werden d Lieferung allmählich bis auf 1.4 Milliarde Kubikmeter jährlich ansteigen $	Auf Grund eines 20jährlgen Vertrages wird die Lieferung allmählich bis auf 1.4 Milliarden Kubikmeter jährlich ansteigen .	13	13	Kubikmeter
so weisen z. B. d Unstrut bei Oldisleben nur eine Wasserführung von 10,6 Kubikmeter je Sekunde gegenüber eine Mittel von 16,8 Kubikmeter je Sekunde auf $	So weist z. B. die Unstrut bei Oldisleben nur eine Wasserführung von 10,6 Kubikmeter je Sekunde gegenüber einem Mittel von 16,8 Kubikmeter je Sekunde auf .	13	13	Kubikmeter
jährlich schrumpfen d tropisch Regenwald um eine Holzmenge von sechs Milliarde Kubikmeter $	Jährlich schrumpfen die tropischen Regenwälder um eine Holzmenge von sechs Milliarden Kubikmetern .	11	11	Kubikmeter
Mitte $ 0,03 Milligramm pro Kubikmeter $ Prenzlauer Berg 0,04 $ Friedrichshain 0,03 $ Marzahn 0,01 $ Köpenick 0,02 $	Mitte , 0,03 Milligramm pro Kubikmeter , Prenzlauer Berg 0,04 , Friedrichshain 0,03 , Marzahn 0,01 , Köpenick 0,02 .	5	5	Kubikmeter
d Frankfurter Hauptverwaltung für Wirtschaft haben d d westdeutsch eisen- und Stahlindustrie täglich zustehend Menge von Ferngas um eine Million Kubikmeter pro Tag kürzen $	Die Frankfurter Hauptverwaltung für Wirtschaft hat die der westdeutschen Eisen- und Stahlindustrie täglich zustehende Menge von Ferngas um eine Million Kubikmeter pro Tag gekürzt .	20	20	Kubikmeter
so auch bei eine eben entstehend Löffel für $ eine Schreitbagger mit eine Fassungsvermögen von 15 Kubikmeter $	So auch bei einem eben entstehenden Löffel für , einen Schreitbagger mit einem Fassungsvermögen von 15 Kubikmetern .	16	16	Kubikmeter
bis jetzt erbringen diese fliegend Schichtübergabe 400000 Kubikmeter zusätzlich Abraum $	Bis jetzt erbrachte diese fliegende Schichtübergabe 400000 Kubikmeter zusätzlichen Abraum .	7	7	Kubikmeter
