sentence_lemma	sentence_token	index_lemma	index_token	lemma
eine groß $ noch nicht erschließen re- $ Serve in d Verbesserung d Berufsverkehr bestehen daher in eine sinnvoll Arbeitszeitstaffelung alle Betrieb in eine Industriegebiet oft reichen schon wenige Minute aus $ um Verkehrsspitze abbauen $	Eine große , noch nicht erschlossene Re- ; serve in der Verbesserung des Berufsverkehrs besteht daher in einer sinnvollen Arbeitszeitstaffelung aller Betriebe in einem Industriegebiet Oft reichen schon wenige Minuten aus , um Verkehrsspitzen abzubauen .	34	34	abbauen
diese Befürchtung gelten es durch vertrauensvoll Gespräch vor und nach d Operation abbauen $	Diese Befürchtungen gilt es durch vertrauensvolle Gespräche vor und nach der Operation abzubauen .	12	12	abbauen
Nachkontrolle ergeben $ daß mit Unterstützung d Kombinat in Jena groß Anstrengung unternehmen werden $ um d angestaut Reparatur abbauen und d Wartezeit zu verkürzen $	Nachkontrollen ergaben , daß mit Unterstützung des Kombinates in Jena große Anstrengungen unternommen wurden , um die angestauten Reparaturen abzubauen und die Wartezeiten zu verkürzen .	19	19	abbauen
diese heben d Achtung vor sich selbst und helfen $ inner Spannung abbauen $	Dies hebt die Achtung vor sich selbst und hilft , innere Spannungen abzubauen .	12	12	abbauen
dabei sein $ $ vorsehen $ Arbeitserschwernis für mehr als 150000 Werktätige abbauen $	Dabei ist - < vorgesehen , Arbeitserschwernisse für mehr als 150000 Werktätige abzubauen .	12	12	abbauen
auch d Unterschied zwischen geistig und körperlich Arbeit werden durch vielfältig Maßnahme zur Qualifizierung und zur Abschaffung von Arbeitsplatz mit körperlich schwer Arbeit systematisch und ständig abbauen $	Auch der Unterschied zwischen geistiger und körperlicher Arbeit wird durch vielfältige Maßnahmen zur Qualifizierung und zur Abschaffung von Arbeitsplätzen mit körperlich schwerer Arbeit systematisch und ständig abgebaut .	26	26	abbauen
d Aufenthalt haben dazu beitragen $ Klischee über d DDR abbauen $	Der Aufenthalt habe dazu beigetragen , Klischees über die DDR abzubauen .	10	10	abbauen
so müssen noch bestehend Disproportion abbauen $ d Arbeitsproduktivität erhöhen und d Kosten senken werden $	So müßten noch bestehende Disproportionen abgebaut , die Arbeitsproduktivität erhöht und die Kosten gesenkt werden .	5	5	abbauen
es handeln sich um eine Schritt $ die d wenige d westdeutsch Volk noch verbleiben demokratisch Rechte rigoros abbauen $	Es handelt sich um einen Schritt , der die wenigen dem westdeutschen Volk noch verbliebenen demokratischen Rechte rigoros abbaut .	18	18	abbauen
allein 17 neu Industriewerk sein planen $ darunter mehrere Zementwerk $ eine Schiffswerft $ eine Stahlwerk und vor alle mehrere chemisch Unternehmen nicht zuletzt sollen durch d damit verbinden Bereitstellung von etwa 164000 neu Arbeitsplatz dazu beitragen werden $ die immer noch vorhanden Arbeitslosigkeit weiter abbauen $	Allein 17 neue Industriewerke sind geplant , darunter mehrere Zementwerke , eine Schiffswerft , ein Stahlwerk und vor allem mehrere chemische Unternehmen Nicht zuletzt soll durch die damit verbundene Bereitstellung von etwa 164000 neuen Arbeitsplätzen dazu beigetragen werden , die immer noch vorhandene Arbeitslosigkeit weiter abzubauen .	45	45	abbauen
d Arbeitsgruppe begrüßen weit Präzisierung $ die in d Erklärung d Außenminister d Staat d warschauer Vertrag über vertrauens- und sicherheitsbildend Maßnahme und Abrüstung in Europa vorschlagen werden $ um Konfrontation und Mißtrauen abbauen $	Die Arbeitsgruppe begrüßt weitere Präzisierungen , die in der Erklärung der Außenminister der Staaten des Warschauer Vertrages über Vertrauens- und sicherheitsbildende Maßnahmen und Abrüstung in Europa vorgeschlagen wurden , um Konfrontation und Mißtrauen abzubauen .	33	33	abbauen
diese jung Ereignis gehören zu d Salami-Taktik mit d d Reaktion und d Imperialismus seit Monat scheibchenweise d bürgerlich-demokratisch System abbauen $ um es schließlich mit Oinem faschistisch Putsch zu liquidieren $	Dieses jüngste Ereignis gehört zu der Salami-Taktik mit der die Reaktion und der Imperialismus seit Monaten scheibchenweise das bürgerlich-demokratische System abbauen , um es schließlich mit oinem faschistischen Putsch zu liquidieren .	20	20	abbauen
jede haben es in d Hand $ durch rück- •ichtsvolles Betragen sich selbst vor Schaden zu bewahren $ seine Mitmensch Leid zu ersparen $ eine als notwendig erkennen $ aber doch mitunter als lästig empfinden Reglementierung d Verkehr abbauen $	Jeder hat es in der Hand , durch rück- •ichtsvolles Betragen sich selbst vor Schaden zu bewahren , seinen Mitmenschen Leid zu ersparen , eine als notwendig erkannte , aber doch mitunter als lästig empfundene Reglementierung des Verkehrs abzubauen .	38	38	abbauen
gerade diese Wirtschaftszweig sein eine d wenige $ in die d DDR eine führend Rolle in d Welt spielen $ und nichts sein falsch $ als die einmal Erreichte abbauen $	Gerade dieser Wirtschaftszweig ist einer der wenigen , in denen die DDR eine führende Rolle in der Welt spielt , und nichts wäre falscher , als das einmal Erreichte abzubauen .	29	29	abbauen
als wichtig Aufgabe sehen es Andreotti an $ d hoch Staatsverschuldung abbauen und d Wirtschaft seine Land auf d Einführung d Eg-Binnenmarkt vorbereiten $	Als wichtigste Aufgabe sieht es Andreotti an , die hohe Staatsverschuldung abzubauen und die Wirtschaft seines Landes auf die Einführung des EG-Binnenmarktes Vorzubereiten .	11	11	abbauen
Polglich tauchen d Frage auf $ wie nun jen Betrieb verfahren sollen $ die entweder ihr Belegschaft nicht in Kurzarbeitt schicken wollen oder ihr Personalbestand bereits abbauen haben $ zum Beispiel über Vorruhestand bzw. Abfindung $ sie sein d Hilfeersuchen versagen $ obwohl sie $ wenn sanierungsfähig $ Anspruch darauf haben $	Polglich taucht die Frage auf , wie nun jene Betriebe verfahren sollen , die entweder ihre Belegschaft nicht in Kurzarbeitt schicken wollen oder ihren Personalbestand bereits abgebaut haben , zum Beispiel über Vorruhestand bzw. Abfindungen , Ihnen ist das Hilfeersuchen versagt , obwohl sie , wenn sanierungsfähig , Anspruch darauf hätten .	26	26	abbauen
Konfrontation abbauen und mehr Vertrauen zu schaffen $ eine neu Stufe d Wettrüsten zu verhindern und d Frieden für alle sicher zu machen $	Konfrontation abzubauen und mehr Vertrauen zu schaffen , eine neue Stufe des Wettrüstens zu verhindern und den Frieden für alle sicherer zu machen .	1	1	abbauen
Panzer und Bajonett Woren zu keine Zeit 'mittel $ um angestaut Konflikt abbauen $ um gesellschaftlich Problem zu lösen $	Panzer und Bajonette woren zu keiner Zeit 'Mittel , um angestaute Konflikte abzubauen , um gesellschaftliche Probleme zu lösen .	12	12	abbauen
besonders betroffen vom Preisfieber sein Wohnraum $ Brot $ Mehl $ Ei $ Fette $ Speiseöl $ Reis $ Strom $ Wasser und öffentlich Transport $ nachdem d früh in diese Bereich gewähren Subvention aus öffentlich Mittel abbauen werden $	Besonders betroffen vom Preisfieber sind Wohnraum , Brot , Mehl , Eier , Fette , Speiseöl , Reis , Strom , Wasser und öffentlicher Transport , nachdem die früher in diesen Bereichen gewährten Subventionen aus öffentlichen Mitteln abgebaut wurden .	37	37	abbauen
auch in diese Hinsicht gelten es $ Niveauunterschied abbauen $ d Hilfe und Unterstützung durch Fdj-Kreisleitung und Rat d Stadtbezirk zu verstärken $	Auch in dieser Hinsicht gilt es , Niveauunterschiede abzubauen , die Hilfe und Unterstützung durch FDJ-Kreisleitung und Rat des Stadtbezirks zu verstärken .	8	8	abbauen
darin werden außerdem erklären $ eine Anerkennung d DDR müssen $ in Aussicht nehmen $ und d Hallstein-Doktrin abbauen werden $	Darin wird außerdem erklärt , eine Anerkennung der DDR müsse „ in Aussicht genommen " und die Hallstein-Doktrin abgebaut werden .	18	18	abbauen
d Geld sollen dazu verwenden werden $ Strukturanpaßung in d Wirtschaft zu finanzieren und d Staatsdefizit d DDR abbauen $	Das Geld solle dazu verwendet werden , Strukturanpassungen in der Wirtschaft zu finanzieren und das Staatsdefizit der DDR abzubauen .	18	18	abbauen
Walter Ulbricht $ es können doch nur eine Regelung geben $ die d Rest d Weltkrieg abbauen und in Zukunft endgültig beseitigen $	Walter Ulbricht : Es kann doch nur eine Regelung geben , die die Reste des Weltkrieges abbaut und in Zukunft endgültig beseitigt .	16	16	abbauen
hier $ bei wir $ bauen wir d sozialistisch Demokratie immer weiter aus $ dort drüben $ in Westdeutschland $ werden d Rest selbst d bürgerlich Demokratie abbauen $ und d Kurs gehen auf Notstandsdiktatur $	Hier , bei uns , bauen wir die sozialistische Demokratie immer weiter aus ; dort drüben , in Westdeutschland , werden die Reste selbst der bürgerlichen Demokratie abgebaut , und der Kurs geht auf Notstandsdiktatur .	27	5	abbauen
eine zwischen Lösung müssen zumindest gewährleisten $ daß Westberlin nicht mehr für sabotage- und Störtätigkeit alle Art gegen d deutsch demokratisch Republik und ander Staat missbrauchen werden können $ keine atom- oder Raketenwaffe in Westberlin aufstellen oder lagern $ d westlich Okkupationstruppe schrittweise $ reduzieren werden und daß d Besatzungsregime abbauen werden $	Eine Zwischen lösung muß zumindest gewährleisten , daß Westberlin nicht mehr für Sabotage- und Störtätigkeit aller Art gegen die Deutsche Demokratische Republik und andere Staaten mißbraucht werden kann , keine Atom- oder Raketenwaffen in Westberlin aufgestellt oder gelagert , die westlichen Okkupationstruppen schrittweise , reduziert werden und daß das Besatzungsregime abgebaut wird .	50	50	abbauen
kämpfen sie darum $ daß d Revanchismus abbauen werden und normal Beziehung zwischen unsere Staat entstehen $ dann brauchen wir auch keine Mine mehr zu legen $	Kämpft Ihr darum , daß der Revanchismus abgebaut wird und normale Beziehungen zwischen unseren Staaten entstehen , dann brauchen wir auch keine Minen mehr zu legen .	7	7	abbauen
dazu werden 300 Arbeitsplatz neu- bzw. umgestalten und für 65 Werktätige Arbeitserschwernis abbauen $	Dazu werden 300 Arbeitsplätze neu- bzw. umgestaltet und für 65 Werktätige Arbeitserschwernisse abgebaut .	12	12	abbauen
sie sollen helfen $ d Erfahrung d Besten schnell zu verallgemeinern und durch hoch Qualität d Wettbewerb Niveauunterschied zwischen d Stadtbezirk abbauen $	Sie sollen helfen , die Erfahrungen der Besten schnell zu verallgemeinern und durch höhere Qualität des Wettbewerbs Niveauunterschiede zwischen den Stadtbezirken abzubauen .	21	21	abbauen
gleichzeitig werden körperlich schwer Arbeit abbauen $ indem verschieden Arbetsgänge halbautomatisch ablaufen $	Gleichzeitig werde körperlich schwere Arbeit abgebaut , indem verschiedene Arbetsgänge halbautomatisch ablaufen .	5	11	abbauen
dann treten eine Rückbildung auf $ wobei d hochmolekular Eiweiß abbauen werden und d Blatt seine grün Farbe verlieren $	Dann tritt eine Rückbildung auf , wobei das hochmolekulare Eiweiß abgebaut wird und das Blatt seine grüne Farbe verliert .	10	10	abbauen
um aber d Armee abbauen und sich friedlich Entwicklungsaufgabe zuwenden zu können $ müssen Dag türkisch Volk Herr seine Entscheidung sein $	Um aber die Armee abbauen und sich friedlichen Entwicklungsaufgaben zuwenden zu können , müßte dag türkische Volk Herr seiner Entscheidungen sein .	4	4	abbauen
vor alle Gregor Strasser sein eine d braun Halbgott $ bis er 1932 kurzerhand von Hitler abbauen werden $	Vor allem Gregor Strasser war einer der braunen Halbgötter , bis er 1932 kurzerhand von Hitler abgebaut wurde .	16	7	abbauen
Eintritt in d $ EWG sämtliche Schutzmaßnahme für d britisch Landwirtschaft $ abbauen $	Eintritt in die ' EWG sämtliche Schutzmaßnahmen für die britische Landwirtschaft , abbaut .	12	12	abbauen
in d Antarktis werden wertvoll Lager an $ Bodenschatz entdecken $ die man auch abbauen können werden $ schreiben d sowjetisch $	In der Antarktis wurden wertvolle Lager an " Bodenschätzen entdeckt , die man auch abbauen können wird , schreibt der sowjetische .	14	14	abbauen
mit eine dreistufeig Anschnitt legen d d Brücke angeschließen Bagger d durchschnittlich 50 bis 60 Meter tief liegend Braunkohle frei $ die dann von d Kohlebagger abbauen werden $	Mit einem dreistufigen Anschnitt legen die der Brücke angeschlossenen Bagger die durchschnittlich 50 bis 60 Meter tief liegende Braunkohle frei , die dann von den Kohlebaggern abgebaut wird .	26	26	abbauen
